web-scraper-order,web-scraper-start-url,Día,Hora,Condiciones meteorológicas,Temperatura,Viento,Humedad,Presión,pagination
"1679937165-480","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","11:30","Parcialmente cubierto","21°","26 km/h","69%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-481","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","12:00","Nubes dispersas","21°","26 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-482","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","12:30","Nubes dispersas","21°","24 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-483","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","13:00","Nubes dispersas","21°","28 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-484","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","13:30","Nubes dispersas","21°","28 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-485","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","14:00","Nubes dispersas","21°","30 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-486","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","14:30","Parcialmente cubierto","21°","32 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-487","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","15:00","Nubes dispersas","21°","32 km/h","69%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-488","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","15:30","Nubes dispersas","21°","33 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-489","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","16:00","Parcialmente cubierto","21°","35 km/h","64%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-490","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","16:30","Parcialmente cubierto","21°","33 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-491","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","17:00","Nubes dispersas","21°","35 km/h","69%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-492","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","17:30","Parcialmente cubierto","20°","32 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-493","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","18:00","Parcialmente cubierto","20°","32 km/h","68%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-494","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","18:30","Parcialmente cubierto","20°","30 km/h","73%","1024 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-495","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","19:00","Parcialmente cubierto","20°","32 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-496","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","19:30","Mayormente cubierto","20°","28 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-497","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","20:00","Mayormente cubierto","20°","33 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-498","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","20:30","Mayormente cubierto","20°","32 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-499","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","21:00","Mayormente cubierto","20°","28 km/h","78%","1025 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-500","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","21:30","Mayormente cubierto","20°","33 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-501","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","22:00","Mayormente cubierto","20°","30 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-502","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","22:30","Mayormente cubierto","20°","33 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-503","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","23:00","Mayormente cubierto","20°","32 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937165-504","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Martes 10 Diciembre 2019","23:30","Mayormente cubierto","20°","32 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/10-diciembre-2019.html"
"1679937168-505","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","00:00","Parcialmente cubierto","19°","33 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-506","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-507","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","00:30","Mayormente cubierto","20°","26 km/h","73%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-508","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","01:00","Mayormente cubierto","19°","26 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-509","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","01:30","Parcialmente cubierto","19°","33 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-510","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","02:00","Nubes dispersas","19°","30 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-511","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","02:30","Nubes dispersas","19°","35 km/h","78%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-512","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","03:00","Parcialmente cubierto","19°","26 km/h","78%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-513","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","03:30","Parcialmente cubierto","18°","20 km/h","83%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-514","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","04:00","Mayormente cubierto","18°","20 km/h","77%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-515","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","04:30","Parcialmente cubierto","18°","22 km/h","77%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-516","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","05:00","Parcialmente cubierto","18°","20 km/h","77%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-517","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","05:30","Mayormente cubierto","18°","19 km/h","83%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-518","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","06:00","Parcialmente cubierto","18°","19 km/h","83%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-519","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","06:30","Parcialmente cubierto","18°","19 km/h","83%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-520","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","07:00","Parcialmente cubierto","18°","19 km/h","77%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-521","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","07:30","Nubes dispersas","18°","20 km/h","77%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-522","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","08:00","Mayormente cubierto","18°","20 km/h","77%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-523","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","08:30","Mayormente cubierto","19°","24 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-524","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","09:00","Parcialmente cubierto","20°","28 km/h","73%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-525","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","09:30","Parcialmente cubierto","20°","26 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-526","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","10:00","Parcialmente cubierto","20°","30 km/h","73%","1028 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-527","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","10:30","Parcialmente cubierto","21°","30 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-528","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","11:00","Parcialmente cubierto","21°","30 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-529","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","11:30","Parcialmente cubierto","21°","32 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-530","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","12:00","Parcialmente cubierto","21°","32 km/h","69%","1028 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-531","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","12:30","Parcialmente cubierto","22°","33 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-532","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","13:00","Parcialmente cubierto","22°","35 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-533","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","13:30","Parcialmente cubierto","22°","37 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-534","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","14:00","Parcialmente cubierto","22°","39 km/h","60%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-535","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","14:30","Parcialmente cubierto","21°","37 km/h","69%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-536","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","15:00","Parcialmente cubierto","21°","39 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-537","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","15:30","Parcialmente cubierto","21°","39 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-538","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","16:00","Parcialmente cubierto","21°","39 km/h","64%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-539","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","16:30","Mayormente cubierto","20°","39 km/h","73%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-540","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","17:00","Mayormente cubierto","20°","37 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-541","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","17:30","Mayormente cubierto","20°","37 km/h","68%","1025 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-542","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","18:00","Mayormente cubierto","19°","37 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-543","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","18:30","Mayormente cubierto","19°","35 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-544","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","19:00","Mayormente cubierto","19°","33 km/h","68%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-545","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","19:30","Mayormente cubierto","19°","37 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-546","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","20:00","Mayormente cubierto","19°","33 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-547","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","20:30","Mayormente cubierto","19°","37 km/h","64%","1026 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-548","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","21:00","Mayormente cubierto","19°","32 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-549","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","21:30","Parcialmente cubierto","19°","35 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-550","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","22:00","Mayormente cubierto","19°","32 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-551","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","22:30","Parcialmente cubierto","18°","33 km/h","68%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-552","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","23:00","Mayormente cubierto","19°","30 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
"1679937168-553","https://www.tutiempo.net/registros/gclp/1-diciembre-2019.html","Miércoles 11 Diciembre 2019","23:30","Mayormente cubierto","19°","35 km/h","64%","1027 hPa","https://www.tutiempo.net/registros/gclp/11-diciembre-2019.html"
