parking,day,month,year,hour,holiday,day_of_week,school_day,check_in,check_out,temperature,humidity
MATA,10,12,2022,10,No,S,No,9,2,22.0,83.0
MATA,10,12,2022,11,No,S,No,7,7,23.0,89.0
MATA,10,12,2022,12,No,S,No,7,13,24.0,83.0
MATA,10,12,2022,13,No,S,No,5,7,24.0,78.0
MATA,10,12,2022,14,No,S,No,5,5,23.0,89.0
MATA,10,12,2022,15,No,S,No,1,7,23.0,89.0
MATA,10,12,2022,16,No,S,No,4,4,23.0,89.0
MATA,10,12,2022,17,No,S,No,3,1,22.0,88.0
MATA,10,12,2022,18,No,S,No,15,2,22.0,88.0
MATA,10,12,2022,19,No,S,No,15,5,23.0,83.0
MATA,10,12,2022,20,No,S,No,5,5,22.0,88.0
MATA,10,12,2022,21,No,S,No,8,10,22.0,88.0
MATA,10,12,2022,22,No,S,No,0,10,22.0,88.0
MATA,10,12,2022,23,No,S,No,1,10,21.0,88.0
MATA,11,12,2022,0,No,D,No,0,5,20.0,94.0
MATA,11,12,2022,1,No,D,No,0,1,20.0,94.0
MATA,11,12,2022,8,No,D,No,0,1,20.0,94.0
MATA,11,12,2022,9,No,D,No,1,0,22.0,88.0
MATA,11,12,2022,10,No,D,No,2,0,23.0,83.0
MATA,11,12,2022,11,No,D,No,3,3,23.0,83.0
MATA,11,12,2022,12,No,D,No,7,2,23.0,89.0
MATA,11,12,2022,13,No,D,No,5,5,23.0,89.0
MATA,11,12,2022,14,No,D,No,1,7,23.0,89.0
MATA,11,12,2022,15,No,D,No,0,1,23.0,89.0
MATA,11,12,2022,16,No,D,No,1,3,23.0,89.0
MATA,11,12,2022,17,No,D,No,4,1,23.0,89.0
MATA,11,12,2022,18,No,D,No,2,1,23.0,89.0
MATA,11,12,2022,19,No,D,No,2,3,22.0,94.0
MATA,11,12,2022,20,No,D,No,1,3,22.0,94.0
MATA,11,12,2022,21,No,D,No,0,1,21.0,100.0
MATA,12,12,2022,6,No,L,Sí,6,1,19.0,94.0
MATA,12,12,2022,7,No,L,Sí,26,4,19.0,88.0
MATA,12,12,2022,8,No,L,Sí,31,4,19.0,88.0
MATA,12,12,2022,9,No,L,Sí,28,7,22.0,88.0
MATA,12,12,2022,10,No,L,Sí,22,19,24.0,78.0
MATA,12,12,2022,11,No,L,Sí,19,21,23.0,89.0
MATA,12,12,2022,12,No,L,Sí,11,16,24.0,74.0
MATA,12,12,2022,13,No,L,Sí,10,19,24.0,78.0
MATA,12,12,2022,14,No,L,Sí,10,32,23.0,83.0
MATA,12,12,2022,15,No,L,Sí,17,17,23.0,83.0
MATA,12,12,2022,16,No,L,Sí,41,11,22.0,88.0
MATA,12,12,2022,17,No,L,Sí,30,22,22.0,88.0
MATA,12,12,2022,18,No,L,Sí,37,30,22.0,88.0
MATA,12,12,2022,19,No,L,Sí,13,44,22.0,88.0
MATA,12,12,2022,20,No,L,Sí,0,33,21.0,94.0
MATA,12,12,2022,21,No,L,Sí,1,13,21.0,88.0
MATA,12,12,2022,22,No,L,Sí,1,3,20.0,94.0
MATA,13,12,2022,6,No,M,Sí,12,1,19.0,94.0
MATA,13,12,2022,7,No,M,Sí,22,5,18.0,100.0
MATA,13,12,2022,8,No,M,Sí,35,3,21.0,100.0
MATA,13,12,2022,9,No,M,Sí,29,10,22.0,83.0
MATA,13,12,2022,10,No,M,Sí,28,19,23.0,89.0
MATA,13,12,2022,11,No,M,Sí,20,18,24.0,78.0
MATA,13,12,2022,12,No,M,Sí,19,29,23.0,83.0
MATA,13,12,2022,13,No,M,Sí,11,25,24.0,74.0
MATA,13,12,2022,14,No,M,Sí,8,29,23.0,89.0
MATA,13,12,2022,15,No,M,Sí,19,24,24.0,83.0
MATA,13,12,2022,16,No,M,Sí,34,19,23.0,89.0
MATA,13,12,2022,17,No,M,Sí,40,21,23.0,89.0
MATA,13,12,2022,18,No,M,Sí,30,31,23.0,89.0
MATA,13,12,2022,19,No,M,Sí,13,29,22.0,94.0
MATA,13,12,2022,20,No,M,Sí,2,35,22.0,94.0
MATA,13,12,2022,21,No,M,Sí,2,20,22.0,88.0
MATA,13,12,2022,22,No,M,Sí,1,2,22.0,83.0
MATA,13,12,2022,23,No,M,Sí,1,1,21.0,83.0
MATA,14,12,2022,0,No,X,Sí,0,2,20.0,83.0
MATA,14,12,2022,6,No,X,Sí,13,3,20.0,78.0
MATA,14,12,2022,7,No,X,Sí,25,5,20.0,83.0
MATA,14,12,2022,8,No,X,Sí,29,1,21.0,78.0
MATA,14,12,2022,9,No,X,Sí,20,8,23.0,83.0
MATA,14,12,2022,10,No,X,Sí,35,18,23.0,89.0
MATA,14,12,2022,11,No,X,Sí,21,21,24.0,83.0
MATA,14,12,2022,12,No,X,Sí,23,15,24.0,83.0
MATA,14,12,2022,13,No,X,Sí,14,27,23.0,89.0
MATA,14,12,2022,14,No,X,Sí,9,36,24.0,83.0
MATA,14,12,2022,15,No,X,Sí,22,27,23.0,89.0
MATA,14,12,2022,16,No,X,Sí,44,17,25.0,61.0
MATA,14,12,2022,17,No,X,Sí,37,28,23.0,73.0
MATA,14,12,2022,18,No,X,Sí,33,40,23.0,65.0
MATA,14,12,2022,19,No,X,Sí,15,33,22.0,69.0
MATA,14,12,2022,20,No,X,Sí,2,40,22.0,64.0
MATA,14,12,2022,21,No,X,Sí,4,8,22.0,69.0
MATA,14,12,2022,22,No,X,Sí,1,8,21.0,78.0
MATA,14,12,2022,23,No,X,Sí,0,6,20.0,78.0
MATA,15,12,2022,0,No,J,Sí,0,4,20.0,73.0
MATA,15,12,2022,1,No,J,Sí,0,1,20.0,73.0
MATA,15,12,2022,6,No,J,Sí,10,1,19.0,68.0
MATA,15,12,2022,7,No,J,Sí,22,4,19.0,68.0
MATA,15,12,2022,8,No,J,Sí,40,12,19.0,64.0
MATA,15,12,2022,9,No,J,Sí,21,9,21.0,60.0
MATA,15,12,2022,10,No,J,Sí,28,13,22.0,57.0
MATA,15,12,2022,11,No,J,Sí,24,26,23.0,53.0
MATA,15,12,2022,12,No,J,Sí,24,22,24.0,54.0
MATA,15,12,2022,13,No,J,Sí,9,22,23.0,57.0
MATA,15,12,2022,14,No,J,Sí,10,28,23.0,53.0
MATA,15,12,2022,15,No,J,Sí,14,29,23.0,57.0
MATA,15,12,2022,16,No,J,Sí,37,14,22.0,60.0
MATA,15,12,2022,17,No,J,Sí,42,17,22.0,57.0
MATA,15,12,2022,18,No,J,Sí,40,30,21.0,64.0
MATA,15,12,2022,19,No,J,Sí,17,41,21.0,64.0
MATA,15,12,2022,20,No,J,Sí,7,38,21.0,64.0
MATA,15,12,2022,21,No,J,Sí,3,14,19.0,73.0
MATA,15,12,2022,22,No,J,Sí,1,9,19.0,78.0
MATA,15,12,2022,23,No,J,Sí,0,8,18.0,83.0
MATA,16,12,2022,0,No,V,Sí,0,2,19.0,78.0
MATA,16,12,2022,1,No,V,Sí,0,2,18.0,83.0
MATA,16,12,2022,6,No,V,Sí,4,1,18.0,83.0
MATA,16,12,2022,7,No,V,Sí,22,3,19.0,73.0
MATA,16,12,2022,8,No,V,Sí,34,3,19.0,68.0
MATA,16,12,2022,9,No,V,Sí,27,11,21.0,64.0
MATA,16,12,2022,10,No,V,Sí,32,14,22.0,57.0
MATA,16,12,2022,11,No,V,Sí,20,20,22.0,60.0
MATA,16,12,2022,12,No,V,Sí,21,26,22.0,60.0
MATA,16,12,2022,13,No,V,Sí,13,19,23.0,57.0
MATA,16,12,2022,14,No,V,Sí,10,41,23.0,57.0
MATA,16,12,2022,15,No,V,Sí,23,28,22.0,60.0
MATA,16,12,2022,16,No,V,Sí,33,8,22.0,60.0
MATA,16,12,2022,17,No,V,Sí,41,21,21.0,64.0
MATA,16,12,2022,18,No,V,Sí,35,31,20.0,68.0
MATA,16,12,2022,19,No,V,Sí,37,27,19.0,68.0
MATA,16,12,2022,20,No,V,Sí,10,28,19.0,73.0
MATA,16,12,2022,21,No,V,Sí,7,20,19.0,68.0
MATA,16,12,2022,22,No,V,Sí,1,24,19.0,73.0
MATA,16,12,2022,23,No,V,Sí,0,22,19.0,73.0
MATA,17,12,2022,0,No,S,No,0,13,19.0,73.0
MATA,17,12,2022,1,No,S,No,0,4,19.0,73.0
MATA,17,12,2022,2,No,S,No,0,1,19.0,68.0
MATA,17,12,2022,3,No,S,No,0,1,18.0,73.0
MATA,17,12,2022,8,No,S,No,5,0,20.0,64.0
MATA,17,12,2022,9,No,S,No,11,0,20.0,64.0
MATA,17,12,2022,10,No,S,No,17,1,21.0,60.0
MATA,17,12,2022,11,No,S,No,10,11,21.0,60.0
MATA,17,12,2022,12,No,S,No,7,10,22.0,53.0
MATA,17,12,2022,13,No,S,No,8,16,22.0,53.0
MATA,17,12,2022,14,No,S,No,8,11,23.0,57.0
MATA,17,12,2022,15,No,S,No,1,4,22.0,69.0
MATA,17,12,2022,16,No,S,No,2,5,21.0,69.0
MATA,17,12,2022,17,No,S,No,6,4,21.0,69.0
MATA,17,12,2022,18,No,S,No,13,5,20.0,68.0
MATA,17,12,2022,19,No,S,No,48,5,19.0,73.0
MATA,17,12,2022,20,No,S,No,14,8,19.0,73.0
MATA,17,12,2022,21,No,S,No,4,16,18.0,77.0
MATA,17,12,2022,22,No,S,No,2,23,18.0,77.0
MATA,17,12,2022,23,No,S,No,0,11,18.0,77.0
MATA,18,12,2022,0,No,D,No,0,20,19.0,73.0
MATA,18,12,2022,1,No,D,No,0,4,18.0,77.0
MATA,18,12,2022,2,No,D,No,0,1,18.0,83.0
MATA,18,12,2022,3,No,D,No,0,1,19.0,78.0
MATA,18,12,2022,5,No,D,No,0,1,20.0,78.0
MATA,18,12,2022,10,No,D,No,7,1,21.0,78.0
MATA,18,12,2022,11,No,D,No,9,0,22.0,64.0
MATA,18,12,2022,12,No,D,No,7,6,22.0,60.0
MATA,18,12,2022,13,No,D,No,3,6,22.0,64.0
MATA,18,12,2022,14,No,D,No,2,5,22.0,64.0
MATA,18,12,2022,15,No,D,No,0,5,22.0,64.0
MATA,18,12,2022,16,No,D,No,1,0,21.0,69.0
MATA,18,12,2022,17,No,D,No,2,1,21.0,69.0
MATA,18,12,2022,18,No,D,No,2,3,20.0,73.0
MATA,18,12,2022,19,No,D,No,5,3,19.0,78.0
MATA,18,12,2022,21,No,D,No,1,3,19.0,78.0
MATA,18,12,2022,22,No,D,No,1,3,18.0,83.0
MATA,19,12,2022,0,No,L,Sí,0,1,17.0,82.0
MATA,19,12,2022,6,No,L,Sí,10,2,18.0,88.0
MATA,19,12,2022,7,No,L,Sí,21,2,18.0,88.0
MATA,19,12,2022,8,No,L,Sí,54,5,19.0,73.0
MATA,19,12,2022,9,No,L,Sí,35,21,21.0,73.0
MATA,19,12,2022,10,No,L,Sí,25,32,23.0,69.0
MATA,19,12,2022,11,No,L,Sí,24,14,23.0,65.0
MATA,19,12,2022,12,No,L,Sí,18,28,23.0,65.0
MATA,19,12,2022,13,No,L,Sí,10,20,23.0,61.0
MATA,19,12,2022,14,No,L,Sí,10,37,23.0,65.0
MATA,19,12,2022,15,No,L,Sí,22,17,23.0,69.0
MATA,19,12,2022,16,No,L,Sí,42,14,23.0,69.0
MATA,19,12,2022,17,No,L,Sí,26,28,22.0,73.0
MATA,19,12,2022,18,No,L,Sí,35,27,21.0,78.0
MATA,19,12,2022,19,No,L,Sí,22,35,20.0,83.0
MATA,19,12,2022,20,No,L,Sí,3,48,20.0,78.0
MATA,19,12,2022,21,No,L,Sí,3,16,19.0,78.0
MATA,19,12,2022,22,No,L,Sí,0,6,19.0,78.0
MATA,19,12,2022,23,No,L,Sí,1,1,19.0,83.0
MATA,20,12,2022,0,No,M,Sí,0,2,20.0,46.0
MATA,20,12,2022,6,No,M,Sí,8,1,19.0,52.0
MATA,20,12,2022,7,No,M,Sí,25,3,18.0,52.0
MATA,20,12,2022,8,No,M,Sí,32,2,20.0,56.0
MATA,20,12,2022,9,No,M,Sí,36,9,22.0,57.0
MATA,20,12,2022,10,No,M,Sí,25,25,23.0,57.0
MATA,20,12,2022,11,No,M,Sí,25,24,23.0,57.0
MATA,20,12,2022,12,No,M,Sí,16,30,23.0,53.0
MATA,20,12,2022,13,No,M,Sí,16,13,23.0,50.0
MATA,20,12,2022,14,No,M,Sí,8,34,23.0,50.0
MATA,20,12,2022,15,No,M,Sí,14,25,23.0,53.0
MATA,20,12,2022,16,No,M,Sí,37,18,22.0,53.0
MATA,20,12,2022,17,No,M,Sí,39,23,22.0,57.0
MATA,20,12,2022,18,No,M,Sí,36,25,21.0,64.0
MATA,20,12,2022,19,No,M,Sí,12,42,20.0,64.0
MATA,20,12,2022,20,No,M,Sí,4,34,20.0,64.0
MATA,20,12,2022,21,No,M,Sí,1,16,20.0,30.0
MATA,20,12,2022,22,No,M,Sí,0,5,20.0,26.0
MATA,20,12,2022,23,No,M,Sí,0,1,19.0,28.0
MATA,21,12,2022,5,No,X,Sí,1,0,18.0,45.0
MATA,21,12,2022,6,No,X,Sí,9,5,19.0,46.0
MATA,21,12,2022,7,No,X,Sí,27,2,19.0,56.0
MATA,21,12,2022,8,No,X,Sí,28,2,19.0,60.0
MATA,21,12,2022,9,No,X,Sí,25,11,22.0,57.0
MATA,21,12,2022,10,No,X,Sí,37,25,23.0,50.0
MATA,21,12,2022,11,No,X,Sí,31,30,23.0,53.0
MATA,21,12,2022,12,No,X,Sí,35,24,23.0,57.0
MATA,21,12,2022,13,No,X,Sí,9,27,23.0,61.0
MATA,21,12,2022,14,No,X,Sí,10,46,22.0,69.0
MATA,21,12,2022,15,No,X,Sí,20,16,23.0,65.0
MATA,21,12,2022,16,No,X,Sí,37,17,22.0,64.0
MATA,21,12,2022,17,No,X,Sí,45,20,22.0,64.0
MATA,21,12,2022,18,No,X,Sí,40,35,21.0,64.0
MATA,21,12,2022,19,No,X,Sí,27,40,20.0,60.0
MATA,21,12,2022,20,No,X,Sí,3,37,20.0,46.0
MATA,21,12,2022,21,No,X,Sí,2,27,19.0,49.0
MATA,21,12,2022,22,No,X,Sí,0,13,20.0,49.0
MATA,21,12,2022,23,No,X,Sí,0,6,21.0,46.0
MATA,22,12,2022,0,No,J,Sí,0,1,20.0,53.0
MATA,22,12,2022,4,No,J,Sí,1,0,19.0,46.0
MATA,22,12,2022,5,No,J,Sí,0,1,19.0,46.0
MATA,22,12,2022,6,No,J,Sí,7,2,19.0,60.0
MATA,22,12,2022,7,No,J,Sí,24,2,19.0,68.0
MATA,22,12,2022,8,No,J,Sí,27,3,18.0,73.0
MATA,22,12,2022,9,No,J,Sí,22,12,21.0,73.0
MATA,22,12,2022,10,No,J,Sí,29,13,21.0,73.0
MATA,22,12,2022,11,No,J,Sí,31,19,22.0,69.0
MATA,22,12,2022,12,No,J,Sí,14,33,22.0,73.0
MATA,22,12,2022,13,No,J,Sí,13,19,22.0,73.0
MATA,22,12,2022,14,No,J,Sí,15,38,22.0,73.0
MATA,22,12,2022,15,No,J,Sí,27,20,22.0,73.0
MATA,22,12,2022,16,No,J,Sí,37,15,22.0,73.0
MATA,22,12,2022,17,No,J,Sí,43,25,22.0,64.0
MATA,22,12,2022,18,No,J,Sí,38,35,21.0,69.0
MATA,22,12,2022,19,No,J,Sí,33,37,20.0,68.0
MATA,22,12,2022,20,No,J,Sí,11,38,20.0,64.0
MATA,22,12,2022,21,No,J,Sí,5,25,19.0,60.0
MATA,22,12,2022,22,No,J,Sí,1,19,19.0,60.0
MATA,22,12,2022,23,No,J,Sí,0,15,18.0,49.0
MATA,23,12,2022,0,No,V,No,0,6,17.0,48.0
MATA,23,12,2022,6,No,V,No,4,2,17.0,48.0
MATA,23,12,2022,7,No,V,No,19,0,17.0,48.0
MATA,23,12,2022,8,No,V,No,17,1,19.0,60.0
MATA,23,12,2022,9,No,V,No,32,9,22.0,57.0
MATA,23,12,2022,10,No,V,No,22,18,22.0,64.0
MATA,23,12,2022,11,No,V,No,27,22,22.0,69.0
MATA,23,12,2022,12,No,V,No,27,36,22.0,73.0
MATA,23,12,2022,13,No,V,No,13,32,23.0,73.0
MATA,23,12,2022,14,No,V,No,15,20,22.0,73.0
MATA,23,12,2022,15,No,V,No,14,13,22.0,73.0
MATA,23,12,2022,16,No,V,No,21,7,22.0,73.0
MATA,23,12,2022,17,No,V,No,12,24,21.0,78.0
MATA,23,12,2022,18,No,V,No,19,20,21.0,78.0
MATA,23,12,2022,19,No,V,No,26,14,20.0,78.0
MATA,23,12,2022,20,No,V,No,14,16,19.0,73.0
MATA,23,12,2022,21,No,V,No,5,18,19.0,68.0
MATA,23,12,2022,22,No,V,No,1,19,18.0,45.0
MATA,23,12,2022,23,No,V,No,1,10,17.0,45.0
MATA,24,12,2022,0,No,S,No,0,8,17.0,39.0
MATA,24,12,2022,2,No,S,No,1,0,18.0,52.0
MATA,24,12,2022,3,No,S,No,0,1,18.0,52.0
MATA,24,12,2022,7,No,S,No,1,1,16.0,63.0
MATA,24,12,2022,9,No,S,No,4,1,22.0,38.0
MATA,24,12,2022,10,No,S,No,9,3,23.0,53.0
MATA,24,12,2022,11,No,S,No,9,9,23.0,65.0
MATA,24,12,2022,12,No,S,No,12,7,22.0,78.0
MATA,24,12,2022,13,No,S,No,14,12,22.0,73.0
MATA,24,12,2022,14,No,S,No,5,9,23.0,73.0
MATA,24,12,2022,15,No,S,No,6,3,23.0,69.0
MATA,24,12,2022,16,No,S,No,5,4,23.0,69.0
MATA,24,12,2022,17,No,S,No,4,9,23.0,61.0
MATA,24,12,2022,18,No,S,No,4,7,21.0,78.0
MATA,24,12,2022,19,No,S,No,4,6,21.0,73.0
MATA,24,12,2022,20,No,S,No,3,4,20.0,73.0
MATA,24,12,2022,21,No,S,No,7,1,18.0,73.0
MATA,24,12,2022,22,No,S,No,1,1,18.0,59.0
MATA,24,12,2022,23,No,S,No,0,4,18.0,52.0
MATA,25,12,2022,0,No,D,No,0,4,17.0,48.0
MATA,25,12,2022,1,No,D,No,0,3,17.0,45.0
MATA,25,12,2022,8,No,D,No,1,1,15.0,72.0
MATA,25,12,2022,10,No,D,No,1,1,22.0,69.0
MATA,25,12,2022,11,No,D,No,1,0,23.0,65.0
MATA,25,12,2022,12,No,D,No,1,1,24.0,57.0
MATA,25,12,2022,13,No,D,No,3,2,25.0,34.0
MATA,25,12,2022,14,No,D,No,3,3,25.0,30.0
MATA,25,12,2022,16,No,D,No,1,2,23.0,50.0
MATA,25,12,2022,17,No,D,No,1,2,22.0,53.0
MATA,25,12,2022,18,No,D,No,4,4,21.0,56.0
MATA,25,12,2022,19,No,D,No,5,2,20.0,60.0
MATA,25,12,2022,20,No,D,No,0,4,19.0,52.0
MATA,25,12,2022,21,No,D,No,2,2,19.0,56.0
MATA,25,12,2022,22,No,D,No,1,0,18.0,64.0
MATA,25,12,2022,23,No,D,No,0,1,18.0,73.0
MATA,26,12,2022,0,Sí,L,No,0,1,18.0,73.0
MATA,26,12,2022,9,Sí,L,No,2,3,21.0,69.0
MATA,26,12,2022,10,Sí,L,No,2,0,22.0,64.0
MATA,26,12,2022,11,Sí,L,No,4,2,23.0,57.0
MATA,26,12,2022,12,Sí,L,No,5,3,23.0,50.0
MATA,26,12,2022,13,Sí,L,No,5,4,23.0,50.0
MATA,26,12,2022,14,Sí,L,No,1,4,23.0,57.0
MATA,26,12,2022,15,Sí,L,No,3,0,23.0,61.0
MATA,26,12,2022,16,Sí,L,No,2,2,23.0,53.0
MATA,26,12,2022,17,Sí,L,No,6,2,22.0,57.0
MATA,26,12,2022,18,Sí,L,No,3,4,21.0,64.0
MATA,26,12,2022,19,Sí,L,No,3,4,20.0,64.0
MATA,26,12,2022,20,Sí,L,No,2,4,20.0,64.0
MATA,26,12,2022,21,Sí,L,No,1,4,19.0,68.0
MATA,26,12,2022,22,Sí,L,No,1,0,19.0,56.0
MATA,26,12,2022,23,Sí,L,No,0,1,21.0,49.0
MATA,27,12,2022,0,No,M,No,0,2,21.0,53.0
MATA,27,12,2022,4,No,M,No,0,1,22.0,53.0
MATA,27,12,2022,5,No,M,No,1,0,21.0,53.0
MATA,27,12,2022,6,No,M,No,7,3,21.0,53.0
MATA,27,12,2022,7,No,M,No,20,2,21.0,53.0
MATA,27,12,2022,8,No,M,No,27,2,21.0,56.0
MATA,27,12,2022,9,No,M,No,25,7,22.0,50.0
MATA,27,12,2022,10,No,M,No,17,11,21.0,56.0
MATA,27,12,2022,11,No,M,No,24,18,21.0,53.0
MATA,27,12,2022,12,No,M,No,16,20,21.0,53.0
MATA,27,12,2022,13,No,M,No,11,21,22.0,53.0
MATA,27,12,2022,14,No,M,No,7,33,22.0,50.0
MATA,27,12,2022,15,No,M,No,12,19,22.0,53.0
MATA,27,12,2022,16,No,M,No,31,13,22.0,57.0
MATA,27,12,2022,17,No,M,No,30,19,22.0,60.0
MATA,27,12,2022,18,No,M,No,18,25,21.0,53.0
MATA,27,12,2022,19,No,M,No,8,22,22.0,43.0
MATA,27,12,2022,20,No,M,No,5,21,22.0,46.0
MATA,27,12,2022,21,No,M,No,1,10,21.0,53.0
MATA,27,12,2022,22,No,M,No,0,5,22.0,57.0
MATA,27,12,2022,23,No,M,No,0,1,21.0,64.0
MATA,28,12,2022,0,No,X,No,0,2,20.0,68.0
MATA,28,12,2022,5,No,X,No,0,1,21.0,56.0
MATA,28,12,2022,6,No,X,No,4,1,20.0,64.0
MATA,28,12,2022,7,No,X,No,27,1,21.0,60.0
MATA,28,12,2022,8,No,X,No,14,2,21.0,60.0
MATA,28,12,2022,9,No,X,No,22,5,22.0,57.0
MATA,28,12,2022,10,No,X,No,20,13,22.0,57.0
MATA,28,12,2022,11,No,X,No,28,17,22.0,64.0
MATA,28,12,2022,12,No,X,No,20,25,23.0,61.0
MATA,28,12,2022,13,No,X,No,15,20,23.0,61.0
MATA,28,12,2022,14,No,X,No,12,26,23.0,69.0
MATA,28,12,2022,15,No,X,No,10,25,23.0,65.0
MATA,28,12,2022,16,No,X,No,25,14,23.0,57.0
MATA,28,12,2022,17,No,X,No,32,20,23.0,50.0
MATA,28,12,2022,18,No,X,No,29,17,23.0,44.0
MATA,28,12,2022,19,No,X,No,21,30,22.0,50.0
MATA,28,12,2022,20,No,X,No,3,38,22.0,50.0
MATA,28,12,2022,21,No,X,No,1,19,21.0,56.0
MATA,28,12,2022,22,No,X,No,0,1,21.0,53.0
MATA,28,12,2022,23,No,X,No,0,5,21.0,56.0
MATA,29,12,2022,0,No,J,No,0,1,20.0,56.0
MATA,29,12,2022,1,No,J,No,0,1,21.0,49.0
MATA,29,12,2022,5,No,J,No,0,1,20.0,60.0
MATA,29,12,2022,6,No,J,No,4,1,20.0,56.0
MATA,29,12,2022,7,No,J,No,18,0,20.0,53.0
MATA,29,12,2022,8,No,J,No,26,4,20.0,49.0
MATA,29,12,2022,9,No,J,No,12,4,22.0,50.0
MATA,29,12,2022,10,No,J,No,22,4,23.0,53.0
MATA,29,12,2022,11,No,J,No,16,16,22.0,64.0
MATA,29,12,2022,12,No,J,No,19,15,23.0,50.0
MATA,29,12,2022,13,No,J,No,10,21,23.0,57.0
MATA,29,12,2022,14,No,J,No,12,30,24.0,54.0
MATA,29,12,2022,15,No,J,No,11,21,23.0,57.0
MATA,29,12,2022,16,No,J,No,32,14,22.0,60.0
MATA,29,12,2022,17,No,J,No,38,20,22.0,60.0
MATA,29,12,2022,18,No,J,No,38,17,22.0,64.0
MATA,29,12,2022,19,No,J,No,49,28,22.0,60.0
MATA,29,12,2022,20,No,J,No,15,33,21.0,69.0
MATA,29,12,2022,21,No,J,No,3,39,21.0,69.0
MATA,29,12,2022,22,No,J,No,0,23,21.0,64.0
MATA,29,12,2022,23,No,J,No,0,18,19.0,68.0
MATA,30,12,2022,0,No,V,No,0,9,19.0,73.0
MATA,30,12,2022,1,No,V,No,0,1,20.0,68.0
MATA,30,12,2022,5,No,V,No,0,1,21.0,60.0
MATA,30,12,2022,6,No,V,No,2,1,20.0,64.0
MATA,30,12,2022,7,No,V,No,16,2,20.0,68.0
MATA,30,12,2022,8,No,V,No,27,5,20.0,68.0
MATA,30,12,2022,9,No,V,No,9,7,22.0,60.0
MATA,30,12,2022,10,No,V,No,29,6,23.0,61.0
MATA,30,12,2022,11,No,V,No,23,21,23.0,65.0
MATA,30,12,2022,12,No,V,No,18,23,24.0,57.0
MATA,30,12,2022,13,No,V,No,20,16,24.0,54.0
MATA,30,12,2022,14,No,V,No,11,32,23.0,57.0
MATA,30,12,2022,15,No,V,No,10,19,23.0,61.0
MATA,30,12,2022,16,No,V,No,23,17,22.0,60.0
MATA,30,12,2022,17,No,V,No,19,13,22.0,60.0
MATA,30,12,2022,18,No,V,No,34,21,21.0,73.0
MATA,30,12,2022,19,No,V,No,54,8,21.0,60.0
MATA,30,12,2022,20,No,V,No,7,27,21.0,60.0
MATA,30,12,2022,21,No,V,No,7,34,20.0,68.0
MATA,30,12,2022,22,No,V,No,3,29,19.0,73.0
MATA,30,12,2022,23,No,V,No,1,16,19.0,73.0
MATA,31,12,2022,0,No,S,No,0,12,18.0,83.0
MATA,31,12,2022,1,No,S,No,0,2,19.0,68.0
MATA,31,12,2022,2,No,S,No,0,1,20.0,60.0
MATA,31,12,2022,4,No,S,No,0,1,19.0,64.0
MATA,31,12,2022,9,No,S,No,7,1,21.0,60.0
MATA,31,12,2022,10,No,S,No,6,3,22.0,57.0
MATA,31,12,2022,11,No,S,No,14,4,23.0,47.0
MATA,31,12,2022,12,No,S,No,7,14,23.0,53.0
MATA,31,12,2022,13,No,S,No,13,8,23.0,57.0
MATA,31,12,2022,14,No,S,No,4,4,23.0,57.0
MATA,31,12,2022,15,No,S,No,5,9,23.0,61.0
MATA,31,12,2022,16,No,S,No,2,6,22.0,64.0
MATA,31,12,2022,17,No,S,No,4,4,21.0,73.0
MATA,31,12,2022,18,No,S,No,2,6,20.0,78.0
MATA,31,12,2022,19,No,S,No,1,3,19.0,78.0
MATA,31,12,2022,20,No,S,No,5,4,18.0,83.0
MATA,31,12,2022,21,No,S,No,6,0,18.0,83.0
MATA,31,12,2022,22,No,S,No,1,1,18.0,83.0
METROPOL,1,12,2022,0,No,J,Sí,0,1,19.0,64.0
METROPOL,1,12,2022,6,No,J,Sí,28,2,19.0,68.0
METROPOL,1,12,2022,7,No,J,Sí,111,10,20.0,60.0
METROPOL,1,12,2022,8,No,J,Sí,95,26,20.0,56.0
METROPOL,1,12,2022,9,No,J,Sí,59,40,21.0,53.0
METROPOL,1,12,2022,10,No,J,Sí,50,43,22.0,50.0
METROPOL,1,12,2022,11,No,J,Sí,52,61,23.0,50.0
METROPOL,1,12,2022,12,No,J,Sí,53,58,24.0,50.0
METROPOL,1,12,2022,13,No,J,Sí,33,54,23.0,57.0
METROPOL,1,12,2022,14,No,J,Sí,21,82,23.0,53.0
METROPOL,1,12,2022,15,No,J,Sí,28,50,24.0,50.0
METROPOL,1,12,2022,16,No,J,Sí,86,26,23.0,53.0
METROPOL,1,12,2022,17,No,J,Sí,73,57,22.0,60.0
METROPOL,1,12,2022,18,No,J,Sí,34,90,22.0,57.0
METROPOL,1,12,2022,19,No,J,Sí,3,51,21.0,64.0
METROPOL,1,12,2022,20,No,J,Sí,5,28,20.0,78.0
METROPOL,1,12,2022,21,No,J,Sí,3,5,20.0,78.0
METROPOL,1,12,2022,22,No,J,Sí,0,4,20.0,78.0
METROPOL,1,12,2022,23,No,J,Sí,0,2,20.0,73.0
METROPOL,2,12,2022,5,No,V,Sí,0,2,19.0,78.0
METROPOL,2,12,2022,6,No,V,Sí,21,1,18.0,94.0
METROPOL,2,12,2022,7,No,V,Sí,97,11,18.0,94.0
METROPOL,2,12,2022,8,No,V,Sí,105,22,19.0,88.0
METROPOL,2,12,2022,9,No,V,Sí,63,38,20.0,78.0
