web-scraper-order,web-scraper-start-url,fecha,Hora,Condiciones meteorológicas,Tem,Viento,Hum,Presión,pagination
"1680688167-1182","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 24 Diciembre 2022","23:00","Despejado","18°","6 km/h","59%","1022 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2022.html"
"1680688167-1183","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Sábado 24 Diciembre 2022","23:30","Despejado","18°","7 km/h","52%","1022 hPa","https://www.tutiempo.net/registros/gclp/24-diciembre-2022.html"
"1680688171-1184","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","00:00","Despejado","18°","6 km/h","49%","1022 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1185","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1186","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","00:30","Despejado","17°","6 km/h","48%","1022 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1187","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","01:00","Despejado","18°","7 km/h","42%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1188","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","01:30","Despejado","17°","7 km/h","45%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1189","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","02:00","Despejado","17°","4 km/h","45%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1190","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","02:30","Despejado","17°","7 km/h","45%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1191","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","03:00","Despejado","17°","4 km/h","45%","1021 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1192","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","03:30","Despejado","17°","6 km/h","42%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1193","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","04:00","Despejado","17°","6 km/h","42%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1194","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","04:30","Despejado","17°","7 km/h","48%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1195","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","05:00","Despejado","17°","7 km/h","52%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1196","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","05:30","Despejado","17°","7 km/h","55%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1197","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","06:00","Despejado","17°","9 km/h","52%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1198","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","06:30","Despejado","17°","11 km/h","48%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1199","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","07:00","Nubes dispersas","17°","11 km/h","55%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1200","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","07:30","Nubes dispersas","17°","9 km/h","55%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1201","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","08:00","Nubes dispersas","16°","9 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1202","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","08:30","Nubes dispersas","15°","4 km/h","72%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1203","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","09:00","Nubes dispersas","19°","6 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1204","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","09:30","Nubes dispersas","20°","15 km/h","68%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1205","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","10:00","Nubes dispersas","21°","11 km/h","69%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1206","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","10:30","Nubes dispersas","22°","13 km/h","69%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1207","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","11:00","Despejado","23°","13 km/h","61%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1208","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","11:30","Despejado","23°","20 km/h","65%","1020 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1209","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","12:00","Despejado","24°","22 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1210","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","12:30","Despejado","24°","24 km/h","57%","1019 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1211","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","13:00","Despejado","25°","24 km/h","39%","1018 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1212","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","13:30","Despejado","25°","26 km/h","34%","1018 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1213","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","14:00","Despejado","25°","30 km/h","32%","1017 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1214","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","14:30","Despejado","25°","28 km/h","30%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1215","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","15:00","Despejado","25°","28 > 46 km/h","34%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1216","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","15:30","Despejado","25°","28 km/h","39%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1217","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","16:00","Despejado","24°","28 km/h","47%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1218","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","16:30","Despejado","23°","26 km/h","50%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1219","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","17:00","Despejado","23°","28 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1220","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","17:30","Despejado","22°","24 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1221","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","18:00","Despejado","22°","19 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1222","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","18:30","Despejado","21°","13 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1223","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","19:00","Despejado","19°","11 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1224","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","19:30","Despejado","20°","9 km/h","60%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1225","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","20:00","Despejado","20°","2 km/h","43%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1226","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","20:30","Despejado","19°","6 km/h","52%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1227","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","21:00","Despejado","18°","En calma","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1228","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","21:30","Despejado","19°","4 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1229","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","22:00","Despejado","18°","7 km/h","59%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1230","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","22:30","Despejado","18°","6 km/h","64%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1231","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","23:00","Despejado","18°","6 km/h","68%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688171-1232","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Domingo 25 Diciembre 2022","23:30","Despejado","18°","6 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/25-diciembre-2022.html"
"1680688174-1233","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","00:00","Despejado","18°","11 km/h","73%","1016 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1234","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1235","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","00:30","Despejado","18°","11 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1236","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","01:00","Despejado","18°","7 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1237","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","01:30","Despejado","18°","7 km/h","73%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1238","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","02:00","Despejado","17°","7 km/h","72%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1239","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","02:30","Despejado","17°","6 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1240","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","03:00","Nubes dispersas","17°","7 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1241","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","03:30","Nubes dispersas","16°","11 km/h","82%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1242","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","04:00","Nubes dispersas","17°","11 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1243","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","04:30","Nubes dispersas","17°","11 km/h","72%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1244","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","05:00","Nubes dispersas","17°","11 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1245","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","05:30","Nubes dispersas","17°","13 km/h","77%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1246","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","06:00","Nubes dispersas","17°","11 km/h","82%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1247","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","06:30","Nubes dispersas","17°","11 km/h","82%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1248","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","07:00","Parcialmente cubierto","17°","9 km/h","88%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1249","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","07:30","Parcialmente cubierto","19°","11 km/h","78%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1250","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","08:00","Parcialmente cubierto","17°","9 km/h","88%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1251","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","08:30","Nubes dispersas","17°","7 km/h","88%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1252","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","09:00","Nubes dispersas","20°","9 km/h","73%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1253","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","09:30","Nubes dispersas","21°","13 km/h","69%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1254","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","10:00","Parcialmente cubierto","22°","17 km/h","64%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1255","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","10:30","Nubes dispersas","22°","20 km/h","64%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1256","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","11:00","Nubes dispersas","23°","22 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1257","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","11:30","Nubes dispersas","23°","22 km/h","57%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1258","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","12:00","Nubes dispersas","23°","20 km/h","53%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1259","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","12:30","Nubes dispersas","23°","22 km/h","50%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1260","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","13:00","Nubes dispersas","24°","22 km/h","50%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1261","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","13:30","Nubes dispersas","23°","22 km/h","50%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1262","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","14:00","Nubes dispersas","23°","22 km/h","53%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1263","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","14:30","Nubes dispersas","23°","19 > 43 km/h","57%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1264","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","15:00","Nubes dispersas","22°","17 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1265","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","15:30","Nubes dispersas","23°","19 km/h","61%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1266","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","16:00","Nubes dispersas","22°","19 km/h","64%","1012 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1267","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","16:30","Nubes dispersas","23°","17 km/h","53%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1268","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","17:00","Nubes dispersas","22°","15 km/h","57%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1269","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","17:30","Nubes dispersas","22°","13 km/h","57%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1270","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","18:00","Despejado","21°","11 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1271","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","18:30","Despejado","21°","7 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1272","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","19:00","Despejado","21°","7 km/h","64%","1013 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1273","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","19:30","Despejado","20°","En calma","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1274","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","20:00","Despejado","20°","4 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1275","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","20:30","Despejado","20°","6 km/h","64%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1276","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","21:00","Despejado","19°","6 km/h","68%","1014 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1277","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","21:30","Despejado","19°","7 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1278","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","22:00","Despejado","19°","9 km/h","68%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1279","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","22:30","Despejado","19°","11 km/h","56%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1280","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","23:00","Despejado","20°","6 km/h","46%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688174-1281","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Lunes 26 Diciembre 2022","23:30","Despejado","21°","4 km/h","49%","1015 hPa","https://www.tutiempo.net/registros/gclp/26-diciembre-2022.html"
"1680688176-1282","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","00:00","Despejado","21°","6 km/h","49%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1283","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","null","null","null","null","null","null","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1284","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","00:30","Despejado","21°","6 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1285","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","01:00","Despejado","22°","4 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1286","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","01:30","Despejado","21°","6 km/h","56%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1287","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","02:00","Despejado","22°","24 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1288","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","02:30","Despejado","22°","35 km/h","57%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1289","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","03:00","Despejado","22°","32 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1290","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","03:30","Despejado","22°","35 km/h","53%","1015 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1291","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","04:00","Despejado","22°","33 km/h","57%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1292","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","04:30","Despejado","22°","37 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1293","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","05:00","Despejado","22°","39 km/h","46%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1294","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","05:30","Despejado","21°","39 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1295","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","06:00","Despejado","21°","39 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1296","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","06:30","Despejado","21°","37 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1297","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","07:00","Despejado","21°","41 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1298","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","07:30","Despejado","21°","41 km/h","53%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1299","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","08:00","Despejado","21°","39 km/h","56%","1016 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
"1680688176-1300","https://www.tutiempo.net/registros/gclp/1-diciembre-2022.html","Martes 27 Diciembre 2022","08:30","Despejado","21°","39 km/h","56%","1017 hPa","https://www.tutiempo.net/registros/gclp/27-diciembre-2022.html"
