parking,day,month,year,hour,day_off,day_of_week,school_day,check_in,check_out,temperature,humidity
ELDER,23,12,2019,15,No,L,No,24,25,21.0,78.0
ELDER,23,12,2019,16,No,L,No,23,22,21.0,78.0
ELDER,23,12,2019,17,No,L,No,26,22,20.0,83.0
ELDER,23,12,2019,18,No,L,No,20,17,20.0,83.0
ELDER,23,12,2019,19,No,L,No,20,28,19.0,83.0
ELDER,23,12,2019,20,No,L,No,17,45,18.0,88.0
ELDER,23,12,2019,21,No,L,No,5,14,18.0,83.0
ELDER,23,12,2019,22,No,L,No,5,8,17.0,72.0
ELDER,23,12,2019,23,No,L,No,0,11,17.0,82.0
ELDER,24,12,2019,0,No,M,No,1,5,18.0,49.0
ELDER,24,12,2019,1,No,M,No,0,1,19.0,34.0
ELDER,24,12,2019,5,No,M,No,2,0,19.0,43.0
ELDER,24,12,2019,6,No,M,No,3,0,19.0,52.0
ELDER,24,12,2019,7,No,M,No,8,5,18.0,59.0
ELDER,24,12,2019,8,No,M,No,23,5,18.0,64.0
ELDER,24,12,2019,9,No,M,No,35,12,21.0,64.0
ELDER,24,12,2019,10,No,M,No,39,29,21.0,73.0
ELDER,24,12,2019,11,No,M,No,40,35,22.0,64.0
ELDER,24,12,2019,12,No,M,No,37,35,24.0,50.0
ELDER,24,12,2019,13,No,M,No,22,35,24.0,47.0
ELDER,24,12,2019,14,No,M,No,17,29,25.0,36.0
ELDER,24,12,2019,15,No,M,No,14,16,24.0,44.0
ELDER,24,12,2019,16,No,M,No,11,16,24.0,50.0
ELDER,24,12,2019,17,No,M,No,14,13,22.0,57.0
ELDER,24,12,2019,18,No,M,No,15,17,21.0,46.0
ELDER,24,12,2019,19,No,M,No,15,17,19.0,56.0
ELDER,24,12,2019,20,No,M,No,24,18,19.0,52.0
ELDER,24,12,2019,21,No,M,No,17,8,19.0,46.0
ELDER,24,12,2019,22,No,M,No,1,4,18.0,39.0
ELDER,24,12,2019,23,No,M,No,8,6,18.0,73.0
ELDER,25,12,2019,0,Sí,X,No,10,17,16.0,51.0
ELDER,25,12,2019,1,Sí,X,No,2,14,20.0,46.0
ELDER,25,12,2019,2,Sí,X,No,3,6,19.0,43.0
ELDER,25,12,2019,3,Sí,X,No,0,3,20.0,32.0
ELDER,25,12,2019,4,Sí,X,No,0,7,19.0,37.0
ELDER,25,12,2019,5,Sí,X,No,1,6,19.0,40.0
ELDER,25,12,2019,6,Sí,X,No,1,0,18.0,45.0
ELDER,25,12,2019,9,Sí,X,No,3,2,22.0,46.0
ELDER,25,12,2019,10,Sí,X,No,14,1,23.0,53.0
ELDER,25,12,2019,11,Sí,X,No,23,7,23.0,50.0
ELDER,25,12,2019,12,Sí,X,No,24,19,23.0,50.0
ELDER,25,12,2019,13,Sí,X,No,21,22,21.0,64.0
ELDER,25,12,2019,14,Sí,X,No,13,20,21.0,60.0
ELDER,25,12,2019,15,Sí,X,No,11,6,21.0,69.0
ELDER,25,12,2019,16,Sí,X,No,12,10,21.0,64.0
ELDER,25,12,2019,17,Sí,X,No,21,26,21.0,64.0
ELDER,25,12,2019,18,Sí,X,No,37,19,20.0,68.0
ELDER,25,12,2019,19,Sí,X,No,22,25,21.0,64.0
ELDER,25,12,2019,20,Sí,X,No,12,30,21.0,60.0
ELDER,25,12,2019,21,Sí,X,No,3,20,20.0,78.0
ELDER,25,12,2019,22,Sí,X,No,2,11,22.0,41.0
ELDER,25,12,2019,23,Sí,X,No,1,3,21.0,53.0
ELDER,26,12,2019,0,No,J,No,0,2,20.0,53.0
ELDER,26,12,2019,4,No,J,No,1,0,20.0,53.0
ELDER,26,12,2019,5,No,J,No,0,1,21.0,46.0
ELDER,26,12,2019,6,No,J,No,2,0,21.0,46.0
ELDER,26,12,2019,7,No,J,No,16,4,21.0,49.0
ELDER,26,12,2019,8,No,J,No,24,6,21.0,46.0
ELDER,26,12,2019,9,No,J,No,28,9,22.0,50.0
ELDER,26,12,2019,10,No,J,No,33,23,23.0,44.0
ELDER,26,12,2019,11,No,J,No,60,22,24.0,31.0
ELDER,26,12,2019,12,No,J,No,46,45,23.0,41.0
ELDER,26,12,2019,13,No,J,No,44,45,23.0,44.0
ELDER,26,12,2019,14,No,J,No,30,47,23.0,41.0
ELDER,26,12,2019,15,No,J,No,28,44,22.0,46.0
ELDER,26,12,2019,16,No,J,No,37,26,22.0,46.0
ELDER,26,12,2019,17,No,J,No,38,25,21.0,60.0
ELDER,26,12,2019,18,No,J,No,42,28,20.0,64.0
ELDER,26,12,2019,19,No,J,No,22,52,19.0,52.0
ELDER,26,12,2019,20,No,J,No,8,39,18.0,49.0
ELDER,26,12,2019,21,No,J,No,10,25,18.0,49.0
ELDER,26,12,2019,22,No,J,No,4,13,18.0,59.0
ELDER,26,12,2019,23,No,J,No,0,5,18.0,49.0
ELDER,27,12,2019,0,No,V,No,1,3,19.0,40.0
ELDER,27,12,2019,1,No,V,No,0,1,19.0,32.0
ELDER,27,12,2019,2,No,V,No,0,1,19.0,32.0
ELDER,27,12,2019,3,No,V,No,0,1,18.0,37.0
ELDER,27,12,2019,4,No,V,No,0,1,19.0,32.0
ELDER,27,12,2019,5,No,V,No,2,1,19.0,30.0
ELDER,27,12,2019,6,No,V,No,4,0,19.0,30.0
ELDER,27,12,2019,7,No,V,No,15,2,21.0,35.0
ELDER,27,12,2019,8,No,V,No,27,6,19.0,37.0
ELDER,27,12,2019,9,No,V,No,37,17,21.0,40.0
ELDER,27,12,2019,10,No,V,No,49,29,22.0,46.0
ELDER,27,12,2019,11,No,V,No,74,33,23.0,44.0
ELDER,27,12,2019,12,No,V,No,62,51,24.0,38.0
ELDER,27,12,2019,13,No,V,No,50,62,24.0,34.0
ELDER,27,12,2019,14,No,V,No,42,55,24.0,34.0
ELDER,27,12,2019,15,No,V,No,58,32,24.0,36.0
ELDER,27,12,2019,16,No,V,No,19,35,24.0,31.0
ELDER,27,12,2019,17,No,V,No,31,31,24.0,27.0
ELDER,27,12,2019,18,No,V,No,46,42,22.0,46.0
ELDER,27,12,2019,19,No,V,No,41,32,20.0,37.0
ELDER,27,12,2019,20,No,V,No,48,48,21.0,28.0
ELDER,27,12,2019,21,No,V,No,42,43,21.0,33.0
ELDER,27,12,2019,22,No,V,No,20,27,21.0,30.0
ELDER,27,12,2019,23,No,V,No,17,29,21.0,26.0
ELDER,28,12,2019,0,No,S,No,8,41,21.0,28.0
ELDER,28,12,2019,1,No,S,No,3,23,21.0,26.0
ELDER,28,12,2019,2,No,S,No,1,21,20.0,28.0
ELDER,28,12,2019,3,No,S,No,1,17,19.0,43.0
ELDER,28,12,2019,4,No,S,No,0,7,21.0,26.0
ELDER,28,12,2019,5,No,S,No,3,3,21.0,28.0
ELDER,28,12,2019,6,No,S,No,1,2,20.0,43.0
ELDER,28,12,2019,7,No,S,No,4,1,20.0,43.0
ELDER,28,12,2019,8,No,S,No,11,0,19.0,46.0
ELDER,28,12,2019,9,No,S,No,15,6,22.0,43.0
ELDER,28,12,2019,10,No,S,No,39,9,23.0,44.0
ELDER,28,12,2019,11,No,S,No,57,25,23.0,44.0
ELDER,28,12,2019,12,No,S,No,74,36,23.0,44.0
ELDER,28,12,2019,13,No,S,No,55,51,23.0,44.0
ELDER,28,12,2019,14,No,S,No,34,33,22.0,43.0
ELDER,28,12,2019,15,No,S,No,24,36,22.0,53.0
ELDER,28,12,2019,16,No,S,No,26,30,21.0,56.0
ELDER,28,12,2019,17,No,S,No,34,44,21.0,60.0
ELDER,28,12,2019,18,No,S,No,34,47,20.0,60.0
ELDER,28,12,2019,19,No,S,No,32,38,19.0,64.0
ELDER,28,12,2019,20,No,S,No,26,35,20.0,30.0
ELDER,28,12,2019,21,No,S,No,47,28,21.0,23.0
ELDER,28,12,2019,22,No,S,No,21,29,18.0,30.0
ELDER,28,12,2019,23,No,S,No,8,23,19.0,26.0
ELDER,29,12,2019,0,No,D,No,9,17,21.0,23.0
ELDER,29,12,2019,1,No,D,No,1,20,21.0,23.0
ELDER,29,12,2019,2,No,D,No,0,14,21.0,25.0
ELDER,29,12,2019,3,No,D,No,2,10,19.0,32.0
ELDER,29,12,2019,4,No,D,No,0,9,18.0,49.0
ELDER,29,12,2019,5,No,D,No,2,6,18.0,45.0
ELDER,29,12,2019,6,No,D,No,0,1,18.0,49.0
ELDER,29,12,2019,7,No,D,No,5,1,17.0,48.0
ELDER,29,12,2019,8,No,D,No,1,0,18.0,45.0
ELDER,29,12,2019,9,No,D,No,27,3,21.0,49.0
ELDER,29,12,2019,10,No,D,No,38,7,22.0,50.0
ELDER,29,12,2019,11,No,D,No,73,24,22.0,53.0
ELDER,29,12,2019,12,No,D,No,61,47,22.0,53.0
ELDER,29,12,2019,13,No,D,No,48,46,22.0,46.0
ELDER,29,12,2019,14,No,D,No,30,52,22.0,57.0
ELDER,29,12,2019,15,No,D,No,21,30,21.0,56.0
ELDER,29,12,2019,16,No,D,No,16,36,21.0,60.0
ELDER,29,12,2019,17,No,D,No,16,41,20.0,64.0
ELDER,29,12,2019,18,No,D,No,46,33,20.0,64.0
ELDER,29,12,2019,19,No,D,No,17,28,19.0,64.0
ELDER,29,12,2019,20,No,D,No,13,32,19.0,49.0
ELDER,29,12,2019,21,No,D,No,9,16,19.0,37.0
ELDER,29,12,2019,22,No,D,No,2,22,20.0,26.0
ELDER,29,12,2019,23,No,D,No,0,7,21.0,25.0
ELDER,30,12,2019,0,No,L,No,0,3,21.0,21.0
ELDER,30,12,2019,1,No,L,No,0,1,22.0,25.0
ELDER,30,12,2019,4,No,L,No,0,1,19.0,37.0
ELDER,30,12,2019,5,No,L,No,1,0,18.0,39.0
ELDER,30,12,2019,6,No,L,No,5,3,18.0,45.0
ELDER,30,12,2019,7,No,L,No,17,2,17.0,48.0
ELDER,30,12,2019,8,No,L,No,27,6,18.0,56.0
ELDER,30,12,2019,9,No,L,No,30,13,21.0,49.0
ELDER,30,12,2019,10,No,L,No,56,23,23.0,41.0
ELDER,30,12,2019,11,No,L,No,50,34,23.0,41.0
ELDER,30,12,2019,12,No,L,No,62,42,23.0,41.0
ELDER,30,12,2019,13,No,L,No,52,56,23.0,36.0
ELDER,30,12,2019,14,No,L,No,24,49,23.0,31.0
ELDER,30,12,2019,15,No,L,No,27,34,23.0,36.0
ELDER,30,12,2019,16,No,L,No,30,36,23.0,38.0
ELDER,30,12,2019,17,No,L,No,24,40,22.0,41.0
ELDER,30,12,2019,18,No,L,No,29,28,21.0,40.0
ELDER,30,12,2019,19,No,L,No,27,35,20.0,32.0
ELDER,30,12,2019,20,No,L,No,10,35,20.0,26.0
ELDER,30,12,2019,21,No,L,No,7,19,19.0,43.0
ELDER,30,12,2019,22,No,L,No,1,10,19.0,68.0
ELDER,30,12,2019,23,No,L,No,1,8,18.0,59.0
ELDER,31,12,2019,0,No,M,No,1,1,17.0,36.0
ELDER,31,12,2019,5,No,M,No,1,0,16.0,88.0
ELDER,31,12,2019,6,No,M,No,2,0,16.0,88.0
ELDER,31,12,2019,7,No,M,No,9,2,16.0,82.0
ELDER,31,12,2019,8,No,M,No,23,2,16.0,82.0
ELDER,31,12,2019,9,No,M,No,27,15,18.0,77.0
ELDER,31,12,2019,10,No,M,No,27,17,19.0,78.0
ELDER,31,12,2019,11,No,M,No,34,31,19.0,78.0
ELDER,31,12,2019,12,No,M,No,32,34,20.0,68.0
ELDER,31,12,2019,13,No,M,No,33,25,21.0,56.0
ELDER,31,12,2019,14,No,M,No,22,20,21.0,46.0
ELDER,31,12,2019,15,No,M,No,18,18,20.0,49.0
ELDER,31,12,2019,16,No,M,No,29,22,20.0,49.0
ELDER,31,12,2019,17,No,M,No,26,31,19.0,52.0
ELDER,31,12,2019,18,No,M,No,25,25,19.0,52.0
ELDER,31,12,2019,19,No,M,No,11,38,18.0,56.0
ELDER,31,12,2019,20,No,M,No,34,18,17.0,45.0
ELDER,31,12,2019,21,No,M,No,40,4,17.0,27.0
ELDER,31,12,2019,22,No,M,No,12,5,18.0,26.0
ELDER,31,12,2019,23,No,M,No,27,4,17.0,27.0
MATA,1,12,2019,0,No,D,No,1,32,20.0,83.0
MATA,1,12,2019,1,No,D,No,0,7,20.0,83.0
MATA,1,12,2019,2,No,D,No,0,2,20.0,78.0
MATA,1,12,2019,8,No,D,No,1,0,20.0,73.0
MATA,1,12,2019,9,No,D,No,3,2,21.0,69.0
MATA,1,12,2019,10,No,D,No,8,4,22.0,64.0
MATA,1,12,2019,11,No,D,No,6,2,22.0,64.0
MATA,1,12,2019,12,No,D,No,4,3,22.0,64.0
MATA,1,12,2019,13,No,D,No,10,6,22.0,64.0
MATA,1,12,2019,14,No,D,No,0,8,22.0,64.0
MATA,1,12,2019,15,No,D,No,1,5,22.0,69.0
MATA,1,12,2019,16,No,D,No,0,3,22.0,60.0
MATA,1,12,2019,17,No,D,No,6,1,21.0,69.0
MATA,1,12,2019,18,No,D,No,5,4,20.0,68.0
MATA,1,12,2019,19,No,D,No,6,1,20.0,68.0
MATA,1,12,2019,20,No,D,No,2,6,20.0,64.0
MATA,1,12,2019,21,No,D,No,0,6,19.0,68.0
MATA,1,12,2019,22,No,D,No,0,2,19.0,68.0
MATA,2,12,2019,6,No,L,Sí,2,2,18.0,77.0
MATA,2,12,2019,7,No,L,Sí,33,4,19.0,73.0
MATA,2,12,2019,8,No,L,Sí,48,5,20.0,68.0
MATA,2,12,2019,9,No,L,Sí,48,19,20.0,73.0
MATA,2,12,2019,10,No,L,Sí,39,29,19.0,83.0
MATA,2,12,2019,11,No,L,Sí,23,25,21.0,64.0
MATA,2,12,2019,12,No,L,Sí,16,32,23.0,57.0
MATA,2,12,2019,13,No,L,Sí,11,23,23.0,50.0
MATA,2,12,2019,14,No,L,Sí,11,43,22.0,53.0
MATA,2,12,2019,15,No,L,Sí,38,30,22.0,50.0
MATA,2,12,2019,16,No,L,Sí,63,24,21.0,53.0
MATA,2,12,2019,17,No,L,Sí,49,28,21.0,64.0
MATA,2,12,2019,18,No,L,Sí,36,52,20.0,64.0
MATA,2,12,2019,19,No,L,Sí,22,47,18.0,83.0
MATA,2,12,2019,20,No,L,Sí,2,42,18.0,77.0
MATA,2,12,2019,21,No,L,Sí,2,25,17.0,82.0
MATA,2,12,2019,22,No,L,Sí,0,11,17.0,88.0
MATA,3,12,2019,0,No,M,Sí,0,1,17.0,82.0
MATA,3,12,2019,6,No,M,Sí,4,1,17.0,77.0
MATA,3,12,2019,7,No,M,Sí,23,3,18.0,73.0
MATA,3,12,2019,8,No,M,Sí,53,7,18.0,73.0
MATA,3,12,2019,9,No,M,Sí,45,16,19.0,64.0
MATA,3,12,2019,10,No,M,Sí,33,17,20.0,60.0
MATA,3,12,2019,11,No,M,Sí,22,33,21.0,49.0
MATA,3,12,2019,12,No,M,Sí,19,35,21.0,56.0
MATA,3,12,2019,13,No,M,Sí,17,27,21.0,53.0
MATA,3,12,2019,14,No,M,Sí,15,32,22.0,50.0
MATA,3,12,2019,15,No,M,Sí,37,32,22.0,53.0
MATA,3,12,2019,16,No,M,Sí,59,30,20.0,60.0
MATA,3,12,2019,17,No,M,Sí,44,28,20.0,53.0
MATA,3,12,2019,18,No,M,Sí,41,40,19.0,56.0
MATA,3,12,2019,19,No,M,Sí,21,55,19.0,56.0
MATA,3,12,2019,20,No,M,Sí,3,36,18.0,59.0
MATA,3,12,2019,21,No,M,Sí,2,21,19.0,56.0
MATA,3,12,2019,22,No,M,Sí,1,12,18.0,64.0
MATA,3,12,2019,23,No,M,Sí,0,3,18.0,64.0
MATA,4,12,2019,0,No,X,Sí,1,1,18.0,64.0
MATA,4,12,2019,1,No,X,Sí,0,1,18.0,64.0
MATA,4,12,2019,6,No,X,Sí,8,1,18.0,68.0
MATA,4,12,2019,7,No,X,Sí,27,8,18.0,59.0
MATA,4,12,2019,8,No,X,Sí,43,6,19.0,60.0
MATA,4,12,2019,9,No,X,Sí,49,15,20.0,53.0
MATA,4,12,2019,10,No,X,Sí,28,24,22.0,43.0
MATA,4,12,2019,11,No,X,Sí,28,26,21.0,49.0
MATA,4,12,2019,12,No,X,Sí,14,26,22.0,43.0
MATA,4,12,2019,13,No,X,Sí,19,33,22.0,46.0
MATA,4,12,2019,14,No,X,Sí,16,42,22.0,46.0
MATA,4,12,2019,15,No,X,Sí,29,44,22.0,46.0
MATA,4,12,2019,16,No,X,Sí,47,19,21.0,56.0
MATA,4,12,2019,17,No,X,Sí,54,26,21.0,60.0
MATA,4,12,2019,18,No,X,Sí,34,37,20.0,60.0
MATA,4,12,2019,19,No,X,Sí,36,41,19.0,64.0
MATA,4,12,2019,20,No,X,Sí,20,44,20.0,64.0
MATA,4,12,2019,21,No,X,Sí,4,20,20.0,60.0
MATA,4,12,2019,22,No,X,Sí,1,33,19.0,64.0
MATA,4,12,2019,23,No,X,Sí,0,8,18.0,68.0
MATA,5,12,2019,0,No,J,Sí,0,4,18.0,68.0
MATA,5,12,2019,6,No,J,Sí,5,1,17.0,72.0
MATA,5,12,2019,7,No,J,Sí,25,4,17.0,68.0
MATA,5,12,2019,8,No,J,Sí,41,9,18.0,64.0
MATA,5,12,2019,9,No,J,Sí,47,13,19.0,64.0
MATA,5,12,2019,10,No,J,Sí,35,30,19.0,68.0
MATA,5,12,2019,11,No,J,Sí,43,30,18.0,77.0
MATA,5,12,2019,12,No,J,Sí,19,36,20.0,64.0
MATA,5,12,2019,13,No,J,Sí,14,33,20.0,60.0
MATA,5,12,2019,14,No,J,Sí,14,34,18.0,73.0
MATA,5,12,2019,15,No,J,Sí,26,26,20.0,64.0
MATA,5,12,2019,16,No,J,Sí,45,26,19.0,68.0
MATA,5,12,2019,17,No,J,Sí,50,21,17.0,72.0
MATA,5,12,2019,18,No,J,Sí,33,30,17.0,72.0
MATA,5,12,2019,19,No,J,Sí,17,55,17.0,77.0
MATA,5,12,2019,20,No,J,Sí,10,25,17.0,72.0
MATA,5,12,2019,21,No,J,Sí,1,24,17.0,72.0
MATA,5,12,2019,22,No,J,Sí,0,19,17.0,72.0
MATA,5,12,2019,23,No,J,Sí,0,3,17.0,77.0
MATA,6,12,2019,0,Sí,V,No,0,2,16.0,82.0
MATA,6,12,2019,1,Sí,V,No,1,1,17.0,77.0
MATA,6,12,2019,2,Sí,V,No,0,2,17.0,77.0
MATA,6,12,2019,8,Sí,V,No,1,0,17.0,72.0
MATA,6,12,2019,9,Sí,V,No,1,1,19.0,68.0
MATA,6,12,2019,10,Sí,V,No,3,1,19.0,78.0
MATA,6,12,2019,11,Sí,V,No,6,3,20.0,68.0
MATA,6,12,2019,12,Sí,V,No,3,5,21.0,64.0
MATA,6,12,2019,13,Sí,V,No,4,5,20.0,73.0
MATA,6,12,2019,14,Sí,V,No,3,3,21.0,60.0
MATA,6,12,2019,15,Sí,V,No,0,1,21.0,64.0
MATA,6,12,2019,16,Sí,V,No,2,4,20.0,68.0
MATA,6,12,2019,17,Sí,V,No,1,2,19.0,78.0
MATA,6,12,2019,18,Sí,V,No,7,1,18.0,77.0
MATA,6,12,2019,19,Sí,V,No,20,2,19.0,68.0
MATA,6,12,2019,20,Sí,V,No,4,2,18.0,77.0
MATA,6,12,2019,21,Sí,V,No,3,11,18.0,77.0
MATA,6,12,2019,22,Sí,V,No,0,10,17.0,82.0
MATA,6,12,2019,23,Sí,V,No,0,2,17.0,82.0
MATA,7,12,2019,0,No,S,No,0,1,18.0,73.0
MATA,7,12,2019,2,No,S,No,0,2,17.0,77.0
MATA,7,12,2019,7,No,S,No,1,1,17.0,77.0
MATA,7,12,2019,8,No,S,No,3,0,18.0,77.0
MATA,7,12,2019,9,No,S,No,8,2,19.0,68.0
MATA,7,12,2019,10,No,S,No,12,2,20.0,73.0
MATA,7,12,2019,11,No,S,No,8,1,21.0,69.0
MATA,7,12,2019,12,No,S,No,11,0,21.0,69.0
MATA,7,12,2019,13,No,S,No,8,2,21.0,69.0
MATA,7,12,2019,14,No,S,No,9,12,21.0,64.0
MATA,7,12,2019,15,No,S,No,1,4,21.0,64.0
MATA,7,12,2019,16,No,S,No,4,4,20.0,73.0
MATA,7,12,2019,17,No,S,No,9,2,20.0,73.0
MATA,7,12,2019,18,No,S,No,11,3,19.0,78.0
MATA,7,12,2019,19,No,S,No,13,10,19.0,78.0
MATA,7,12,2019,20,No,S,No,8,10,19.0,78.0
MATA,7,12,2019,21,No,S,No,2,6,19.0,78.0
MATA,7,12,2019,22,No,S,No,1,10,19.0,78.0
MATA,7,12,2019,23,No,S,No,1,9,19.0,73.0
MATA,8,12,2019,0,No,D,No,1,2,19.0,78.0
MATA,8,12,2019,1,No,D,No,0,2,19.0,73.0
MATA,8,12,2019,5,No,D,No,1,0,18.0,73.0
MATA,8,12,2019,8,No,D,No,0,1,19.0,64.0
MATA,8,12,2019,9,No,D,No,0,1,20.0,60.0
MATA,8,12,2019,10,No,D,No,3,1,21.0,60.0
MATA,8,12,2019,11,No,D,No,2,4,21.0,60.0
MATA,8,12,2019,12,No,D,No,4,3,21.0,60.0
MATA,8,12,2019,13,No,D,No,5,2,21.0,60.0
MATA,8,12,2019,14,No,D,No,5,4,21.0,60.0
MATA,8,12,2019,15,No,D,No,2,2,21.0,64.0
MATA,8,12,2019,16,No,D,No,2,5,20.0,64.0
MATA,8,12,2019,17,No,D,No,1,5,20.0,60.0
MATA,8,12,2019,18,No,D,No,5,1,19.0,68.0
MATA,8,12,2019,19,No,D,No,2,3,19.0,68.0
MATA,8,12,2019,20,No,D,No,0,5,19.0,68.0
MATA,8,12,2019,23,No,D,No,1,1,19.0,68.0
MATA,9,12,2019,6,Sí,L,No,5,1,18.0,73.0
MATA,9,12,2019,7,Sí,L,No,26,6,18.0,73.0
MATA,9,12,2019,8,Sí,L,No,34,4,19.0,73.0
MATA,9,12,2019,9,Sí,L,No,23,7,19.0,73.0
MATA,9,12,2019,10,Sí,L,No,23,13,20.0,68.0
MATA,9,12,2019,11,Sí,L,No,28,22,20.0,68.0
MATA,9,12,2019,12,Sí,L,No,15,17,21.0,64.0
MATA,9,12,2019,13,Sí,L,No,19,31,21.0,64.0
MATA,9,12,2019,14,Sí,L,No,11,40,22.0,60.0
MATA,9,12,2019,15,Sí,L,No,34,25,21.0,64.0
MATA,9,12,2019,16,Sí,L,No,49,23,21.0,64.0
MATA,9,12,2019,17,Sí,L,No,59,27,20.0,68.0
MATA,9,12,2019,18,Sí,L,No,34,39,19.0,73.0
MATA,9,12,2019,19,Sí,L,No,11,59,19.0,73.0
MATA,9,12,2019,20,Sí,L,No,4,45,19.0,73.0
MATA,9,12,2019,21,Sí,L,No,2,13,19.0,73.0
MATA,9,12,2019,22,Sí,L,No,1,4,18.0,77.0
MATA,9,12,2019,23,Sí,L,No,0,2,18.0,73.0
MATA,10,12,2019,6,No,M,Sí,5,1,17.0,68.0
MATA,10,12,2019,7,No,M,Sí,30,4,17.0,72.0
MATA,10,12,2019,8,No,M,Sí,46,5,18.0,73.0
MATA,10,12,2019,9,No,M,Sí,49,19,19.0,68.0
MATA,10,12,2019,10,No,M,Sí,27,27,21.0,64.0
MATA,10,12,2019,11,No,M,Sí,28,16,21.0,69.0
MATA,10,12,2019,12,No,M,Sí,29,39,21.0,64.0
MATA,10,12,2019,13,No,M,Sí,22,42,21.0,64.0
MATA,10,12,2019,14,No,M,Sí,12,45,21.0,64.0
MATA,10,12,2019,15,No,M,Sí,26,26,21.0,69.0
MATA,10,12,2019,16,No,M,Sí,65,24,21.0,69.0
MATA,10,12,2019,17,No,M,Sí,57,38,20.0,68.0
MATA,10,12,2019,18,No,M,Sí,49,46,20.0,73.0
MATA,10,12,2019,19,No,M,Sí,32,59,20.0,73.0
MATA,10,12,2019,20,No,M,Sí,4,40,20.0,73.0
MATA,10,12,2019,21,No,M,Sí,0,35,20.0,78.0
MATA,10,12,2019,22,No,M,Sí,0,9,20.0,73.0
MATA,10,12,2019,23,No,M,Sí,1,4,20.0,73.0
MATA,11,12,2019,0,No,X,Sí,0,1,20.0,73.0
MATA,11,12,2019,5,No,X,Sí,0,1,18.0,83.0
MATA,11,12,2019,6,No,X,Sí,7,3,18.0,83.0
MATA,11,12,2019,7,No,X,Sí,26,1,18.0,77.0
MATA,11,12,2019,8,No,X,Sí,42,4,19.0,73.0
MATA,11,12,2019,9,No,X,Sí,29,12,20.0,73.0
MATA,11,12,2019,10,No,X,Sí,31,28,21.0,69.0
MATA,11,12,2019,11,No,X,Sí,21,20,21.0,69.0
MATA,11,12,2019,12,No,X,Sí,24,23,22.0,64.0
MATA,11,12,2019,13,No,X,Sí,19,30,22.0,64.0
MATA,11,12,2019,14,No,X,Sí,13,37,21.0,69.0
MATA,11,12,2019,15,No,X,Sí,25,32,21.0,64.0
MATA,11,12,2019,16,No,X,Sí,48,23,20.0,73.0
MATA,11,12,2019,17,No,X,Sí,55,27,20.0,68.0
MATA,11,12,2019,18,No,X,Sí,36,32,19.0,68.0
MATA,11,12,2019,19,No,X,Sí,19,54,19.0,64.0
MATA,11,12,2019,20,No,X,Sí,4,40,19.0,64.0
MATA,11,12,2019,21,No,X,Sí,2,24,19.0,64.0
MATA,11,12,2019,22,No,X,Sí,1,5,18.0,68.0
MATA,11,12,2019,23,No,X,Sí,1,3,19.0,64.0
MATA,12,12,2019,0,No,J,Sí,0,1,18.0,68.0
MATA,12,12,2019,6,No,J,Sí,8,0,18.0,73.0
MATA,12,12,2019,7,No,J,Sí,25,3,18.0,73.0
MATA,12,12,2019,8,No,J,Sí,35,7,18.0,73.0
MATA,12,12,2019,9,No,J,Sí,42,9,19.0,68.0
MATA,12,12,2019,10,No,J,Sí,36,26,21.0,64.0
MATA,12,12,2019,11,No,J,Sí,29,30,21.0,64.0
MATA,12,12,2019,12,No,J,Sí,22,31,21.0,69.0
MATA,12,12,2019,13,No,J,Sí,17,34,21.0,69.0
MATA,12,12,2019,14,No,J,Sí,16,34,21.0,69.0
MATA,12,12,2019,15,No,J,Sí,35,30,21.0,64.0
MATA,12,12,2019,16,No,J,Sí,56,19,20.0,68.0
MATA,12,12,2019,17,No,J,Sí,44,32,20.0,68.0
MATA,12,12,2019,18,No,J,Sí,37,46,19.0,68.0
MATA,12,12,2019,19,No,J,Sí,30,46,19.0,64.0
MATA,12,12,2019,20,No,J,Sí,5,44,19.0,60.0
MATA,12,12,2019,21,No,J,Sí,4,23,19.0,64.0
MATA,12,12,2019,22,No,J,Sí,0,19,19.0,60.0
MATA,12,12,2019,23,No,J,Sí,0,4,18.0,56.0
MATA,13,12,2019,0,No,V,Sí,0,2,18.0,59.0
MATA,13,12,2019,6,No,V,Sí,8,0,18.0,59.0
MATA,13,12,2019,7,No,V,Sí,23,5,18.0,64.0
MATA,13,12,2019,8,No,V,Sí,31,6,18.0,56.0
MATA,13,12,2019,9,No,V,Sí,33,10,18.0,59.0
MATA,13,12,2019,10,No,V,Sí,24,18,19.0,56.0
MATA,13,12,2019,11,No,V,Sí,23,20,20.0,56.0
MATA,13,12,2019,12,No,V,Sí,24,30,20.0,56.0
MATA,13,12,2019,13,No,V,Sí,18,29,21.0,53.0
MATA,13,12,2019,14,No,V,Sí,18,31,21.0,53.0
MATA,13,12,2019,15,No,V,Sí,32,27,21.0,60.0
MATA,13,12,2019,16,No,V,Sí,34,11,21.0,53.0
MATA,13,12,2019,17,No,V,Sí,41,15,20.0,60.0
MATA,13,12,2019,18,No,V,Sí,29,42,19.0,60.0
MATA,13,12,2019,19,No,V,Sí,28,41,19.0,68.0
MATA,13,12,2019,20,No,V,Sí,12,45,19.0,68.0
MATA,13,12,2019,21,No,V,Sí,12,24,19.0,64.0
MATA,13,12,2019,22,No,V,Sí,1,13,19.0,60.0
MATA,13,12,2019,23,No,V,Sí,1,8,19.0,64.0
MATA,14,12,2019,0,No,S,No,0,12,19.0,64.0
