parking,day,month,year,hour,day_off,day_of_week,school_day,check_in,check_out,temperature,humidity
MATA,14,12,2019,1,No,S,No,0,3,18.0,68.0
MATA,14,12,2019,7,No,S,No,1,0,19.0,73.0
MATA,14,12,2019,8,No,S,No,7,1,19.0,64.0
MATA,14,12,2019,9,No,S,No,9,5,21.0,60.0
MATA,14,12,2019,10,No,S,No,24,4,21.0,64.0
MATA,14,12,2019,11,No,S,No,22,6,22.0,64.0
MATA,14,12,2019,12,No,S,No,12,14,21.0,60.0
MATA,14,12,2019,13,No,S,No,13,19,21.0,69.0
MATA,14,12,2019,14,No,S,No,9,10,21.0,69.0
MATA,14,12,2019,15,No,S,No,5,4,21.0,69.0
MATA,14,12,2019,16,No,S,No,8,9,20.0,73.0
MATA,14,12,2019,17,No,S,No,18,14,20.0,73.0
MATA,14,12,2019,18,No,S,No,14,6,20.0,73.0
MATA,14,12,2019,19,No,S,No,13,15,20.0,73.0
MATA,14,12,2019,20,No,S,No,10,15,20.0,68.0
MATA,14,12,2019,21,No,S,No,11,10,19.0,78.0
MATA,14,12,2019,22,No,S,No,2,9,19.0,78.0
MATA,14,12,2019,23,No,S,No,0,9,19.0,78.0
MATA,15,12,2019,0,No,D,No,1,11,19.0,78.0
MATA,15,12,2019,1,No,D,No,1,3,19.0,78.0
MATA,15,12,2019,2,No,D,No,0,1,18.0,77.0
MATA,15,12,2019,8,No,D,No,0,1,17.0,77.0
MATA,15,12,2019,9,No,D,No,0,1,19.0,73.0
MATA,15,12,2019,10,No,D,No,15,3,19.0,73.0
MATA,15,12,2019,11,No,D,No,10,8,19.0,73.0
MATA,15,12,2019,12,No,D,No,8,6,20.0,68.0
MATA,15,12,2019,13,No,D,No,2,11,20.0,64.0
MATA,15,12,2019,14,No,D,No,5,7,20.0,64.0
MATA,15,12,2019,15,No,D,No,2,3,20.0,68.0
MATA,15,12,2019,16,No,D,No,2,2,20.0,68.0
MATA,15,12,2019,17,No,D,No,5,5,19.0,68.0
MATA,15,12,2019,18,No,D,No,2,0,18.0,73.0
MATA,15,12,2019,19,No,D,No,5,2,18.0,73.0
MATA,15,12,2019,20,No,D,No,2,10,18.0,73.0
MATA,15,12,2019,22,No,D,No,0,2,17.0,77.0
MATA,16,12,2019,0,No,L,Sí,0,1,16.0,72.0
MATA,16,12,2019,6,No,L,Sí,9,2,16.0,72.0
MATA,16,12,2019,7,No,L,Sí,15,4,15.0,67.0
MATA,16,12,2019,8,No,L,Sí,46,3,17.0,68.0
MATA,16,12,2019,9,No,L,Sí,55,15,20.0,64.0
MATA,16,12,2019,10,No,L,Sí,32,29,22.0,46.0
MATA,16,12,2019,11,No,L,Sí,23,23,22.0,50.0
MATA,16,12,2019,12,No,L,Sí,27,35,22.0,43.0
MATA,16,12,2019,13,No,L,Sí,19,29,21.0,60.0
MATA,16,12,2019,14,No,L,Sí,4,40,22.0,35.0
MATA,16,12,2019,15,No,L,Sí,29,34,22.0,38.0
MATA,16,12,2019,16,No,L,Sí,59,22,20.0,60.0
MATA,16,12,2019,17,No,L,Sí,57,29,20.0,46.0
MATA,16,12,2019,18,No,L,Sí,30,40,19.0,56.0
MATA,16,12,2019,19,No,L,Sí,19,49,18.0,64.0
MATA,16,12,2019,20,No,L,Sí,5,43,18.0,59.0
MATA,16,12,2019,21,No,L,Sí,1,23,17.0,72.0
MATA,16,12,2019,22,No,L,Sí,0,8,17.0,68.0
MATA,17,12,2019,0,No,M,Sí,0,1,16.0,72.0
MATA,17,12,2019,6,No,M,Sí,7,2,16.0,72.0
MATA,17,12,2019,7,No,M,Sí,23,1,16.0,72.0
MATA,17,12,2019,8,No,M,Sí,45,6,18.0,64.0
MATA,17,12,2019,9,No,M,Sí,51,23,19.0,60.0
MATA,17,12,2019,10,No,M,Sí,29,25,20.0,56.0
MATA,17,12,2019,11,No,M,Sí,29,26,21.0,53.0
MATA,17,12,2019,12,No,M,Sí,28,22,22.0,46.0
MATA,17,12,2019,13,No,M,Sí,11,33,23.0,44.0
MATA,17,12,2019,14,No,M,Sí,19,38,23.0,44.0
MATA,17,12,2019,15,No,M,Sí,21,35,22.0,53.0
MATA,17,12,2019,16,No,M,Sí,69,26,21.0,60.0
MATA,17,12,2019,17,No,M,Sí,40,24,20.0,60.0
MATA,17,12,2019,18,No,M,Sí,37,43,19.0,68.0
MATA,17,12,2019,19,No,M,Sí,21,45,18.0,68.0
MATA,17,12,2019,20,No,M,Sí,2,45,18.0,64.0
MATA,17,12,2019,21,No,M,Sí,1,15,17.0,72.0
MATA,17,12,2019,22,No,M,Sí,1,14,17.0,72.0
MATA,17,12,2019,23,No,M,Sí,0,6,16.0,77.0
MATA,18,12,2019,0,No,X,Sí,0,2,16.0,77.0
MATA,18,12,2019,6,No,X,Sí,9,3,16.0,72.0
MATA,18,12,2019,7,No,X,Sí,19,4,16.0,72.0
MATA,18,12,2019,8,No,X,Sí,45,3,16.0,68.0
MATA,18,12,2019,9,No,X,Sí,37,11,19.0,64.0
MATA,18,12,2019,10,No,X,Sí,27,23,20.0,64.0
MATA,18,12,2019,11,No,X,Sí,35,31,21.0,60.0
MATA,18,12,2019,12,No,X,Sí,20,23,21.0,64.0
MATA,18,12,2019,13,No,X,Sí,17,43,21.0,64.0
MATA,18,12,2019,14,No,X,Sí,15,40,20.0,68.0
MATA,18,12,2019,15,No,X,Sí,32,24,20.0,73.0
MATA,18,12,2019,16,No,X,Sí,52,19,20.0,73.0
MATA,18,12,2019,17,No,X,Sí,54,28,20.0,73.0
MATA,18,12,2019,18,No,X,Sí,32,41,20.0,73.0
MATA,18,12,2019,19,No,X,Sí,15,48,20.0,68.0
MATA,18,12,2019,20,No,X,Sí,3,38,20.0,73.0
MATA,18,12,2019,21,No,X,Sí,1,22,19.0,73.0
MATA,18,12,2019,22,No,X,Sí,0,8,17.0,82.0
MATA,18,12,2019,23,No,X,Sí,0,3,17.0,82.0
MATA,19,12,2019,0,No,J,Sí,0,2,17.0,77.0
MATA,19,12,2019,1,No,J,Sí,0,1,17.0,77.0
MATA,19,12,2019,6,No,J,Sí,7,1,15.0,82.0
MATA,19,12,2019,7,No,J,Sí,21,1,16.0,77.0
MATA,19,12,2019,8,No,J,Sí,41,4,16.0,77.0
MATA,19,12,2019,9,No,J,Sí,47,23,19.0,68.0
MATA,19,12,2019,10,No,J,Sí,31,22,20.0,64.0
MATA,19,12,2019,11,No,J,Sí,35,27,20.0,78.0
MATA,19,12,2019,12,No,J,Sí,24,32,21.0,73.0
MATA,19,12,2019,13,No,J,Sí,18,40,21.0,73.0
MATA,19,12,2019,14,No,J,Sí,13,36,21.0,69.0
MATA,19,12,2019,15,No,J,Sí,34,27,21.0,69.0
MATA,19,12,2019,16,No,J,Sí,53,18,21.0,69.0
MATA,19,12,2019,17,No,J,Sí,36,23,20.0,73.0
MATA,19,12,2019,18,No,J,Sí,42,43,20.0,73.0
MATA,19,12,2019,19,No,J,Sí,39,52,20.0,78.0
MATA,19,12,2019,20,No,J,Sí,12,39,20.0,73.0
MATA,19,12,2019,21,No,J,Sí,5,23,,
MATA,19,12,2019,22,No,J,Sí,3,24,18.0,83.0
MATA,19,12,2019,23,No,J,Sí,0,12,18.0,77.0
MATA,20,12,2019,0,No,V,Sí,0,5,17.0,77.0
MATA,20,12,2019,1,No,V,Sí,0,1,17.0,72.0
MATA,20,12,2019,3,No,V,Sí,0,1,16.0,77.0
MATA,20,12,2019,6,No,V,Sí,5,2,16.0,82.0
MATA,20,12,2019,7,No,V,Sí,23,2,17.0,82.0
MATA,20,12,2019,8,No,V,Sí,41,7,18.0,77.0
MATA,20,12,2019,9,No,V,Sí,49,22,19.0,78.0
MATA,20,12,2019,10,No,V,Sí,45,24,20.0,78.0
MATA,20,12,2019,11,No,V,Sí,33,38,21.0,73.0
MATA,20,12,2019,12,No,V,Sí,38,32,21.0,73.0
MATA,20,12,2019,13,No,V,Sí,38,48,20.0,78.0
MATA,20,12,2019,14,No,V,Sí,26,36,20.0,78.0
MATA,20,12,2019,15,No,V,Sí,22,34,21.0,73.0
MATA,20,12,2019,16,No,V,Sí,25,23,20.0,78.0
MATA,20,12,2019,17,No,V,Sí,45,27,20.0,78.0
MATA,20,12,2019,18,No,V,Sí,36,37,20.0,78.0
MATA,20,12,2019,19,No,V,Sí,53,40,19.0,83.0
MATA,20,12,2019,20,No,V,Sí,25,40,18.0,83.0
MATA,20,12,2019,21,No,V,Sí,7,19,18.0,83.0
MATA,20,12,2019,22,No,V,Sí,1,29,17.0,88.0
MATA,20,12,2019,23,No,V,Sí,0,22,17.0,82.0
MATA,21,12,2019,0,No,S,No,0,15,17.0,77.0
MATA,21,12,2019,1,No,S,No,1,8,16.0,82.0
MATA,21,12,2019,2,No,S,No,0,2,16.0,82.0
MATA,21,12,2019,4,No,S,No,0,1,16.0,82.0
MATA,21,12,2019,6,No,S,No,1,0,16.0,82.0
MATA,21,12,2019,7,No,S,No,2,2,17.0,77.0
MATA,21,12,2019,8,No,S,No,2,0,15.0,82.0
MATA,21,12,2019,9,No,S,No,8,4,20.0,68.0
MATA,21,12,2019,10,No,S,No,9,5,22.0,64.0
MATA,21,12,2019,11,No,S,No,18,10,22.0,64.0
MATA,21,12,2019,12,No,S,No,14,7,23.0,61.0
MATA,21,12,2019,13,No,S,No,15,23,22.0,64.0
MATA,21,12,2019,14,No,S,No,9,10,22.0,69.0
MATA,21,12,2019,15,No,S,No,0,3,22.0,69.0
MATA,21,12,2019,16,No,S,No,4,7,22.0,69.0
MATA,21,12,2019,17,No,S,No,6,5,21.0,73.0
MATA,21,12,2019,18,No,S,No,10,4,20.0,73.0
MATA,21,12,2019,19,No,S,No,33,7,20.0,68.0
MATA,21,12,2019,20,No,S,No,19,11,20.0,68.0
MATA,21,12,2019,21,No,S,No,6,12,20.0,73.0
MATA,21,12,2019,22,No,S,No,3,26,20.0,73.0
MATA,21,12,2019,23,No,S,No,0,12,20.0,73.0
MATA,22,12,2019,0,No,D,No,0,8,20.0,83.0
MATA,22,12,2019,1,No,D,No,0,6,20.0,83.0
MATA,22,12,2019,8,No,D,No,0,1,20.0,64.0
MATA,22,12,2019,9,No,D,No,1,1,21.0,64.0
MATA,22,12,2019,10,No,D,No,3,2,21.0,64.0
MATA,22,12,2019,11,No,D,No,7,3,22.0,64.0
MATA,22,12,2019,12,No,D,No,9,4,22.0,60.0
MATA,22,12,2019,13,No,D,No,5,6,22.0,60.0
MATA,22,12,2019,14,No,D,No,1,2,23.0,61.0
MATA,22,12,2019,15,No,D,No,3,2,22.0,64.0
MATA,22,12,2019,16,No,D,No,1,3,22.0,64.0
MATA,22,12,2019,17,No,D,No,6,3,21.0,73.0
MATA,22,12,2019,18,No,D,No,7,6,20.0,78.0
MATA,22,12,2019,19,No,D,No,4,7,20.0,78.0
MATA,22,12,2019,20,No,D,No,4,4,20.0,78.0
MATA,22,12,2019,21,No,D,No,2,6,20.0,78.0
MATA,22,12,2019,22,No,D,No,0,3,20.0,78.0
MATA,22,12,2019,23,No,D,No,1,2,21.0,73.0
MATA,23,12,2019,6,No,L,No,6,0,17.0,88.0
MATA,23,12,2019,7,No,L,No,19,4,17.0,82.0
MATA,23,12,2019,8,No,L,No,29,4,17.0,88.0
MATA,23,12,2019,9,No,L,No,34,13,19.0,83.0
MATA,23,12,2019,10,No,L,No,32,20,20.0,78.0
MATA,23,12,2019,11,No,L,No,34,28,21.0,73.0
MATA,23,12,2019,12,No,L,No,20,29,21.0,78.0
MATA,23,12,2019,13,No,L,No,23,33,20.0,83.0
MATA,23,12,2019,14,No,L,No,18,37,21.0,78.0
MATA,23,12,2019,15,No,L,No,16,18,21.0,78.0
MATA,23,12,2019,16,No,L,No,31,16,21.0,78.0
MATA,23,12,2019,17,No,L,No,37,23,20.0,83.0
MATA,23,12,2019,18,No,L,No,30,24,20.0,83.0
MATA,23,12,2019,19,No,L,No,22,26,19.0,83.0
MATA,23,12,2019,20,No,L,No,16,40,18.0,88.0
MATA,23,12,2019,21,No,L,No,8,30,18.0,83.0
MATA,23,12,2019,22,No,L,No,1,14,17.0,72.0
MATA,23,12,2019,23,No,L,No,0,9,17.0,82.0
MATA,24,12,2019,0,No,M,No,1,5,18.0,49.0
MATA,24,12,2019,1,No,M,No,0,1,19.0,34.0
MATA,24,12,2019,6,No,M,No,1,2,19.0,52.0
MATA,24,12,2019,7,No,M,No,7,2,18.0,59.0
MATA,24,12,2019,8,No,M,No,11,4,18.0,64.0
MATA,24,12,2019,9,No,M,No,18,6,21.0,64.0
MATA,24,12,2019,10,No,M,No,18,8,21.0,73.0
MATA,24,12,2019,11,No,M,No,21,20,22.0,64.0
MATA,24,12,2019,12,No,M,No,19,21,24.0,50.0
MATA,24,12,2019,13,No,M,No,26,14,24.0,47.0
MATA,24,12,2019,14,No,M,No,12,22,25.0,36.0
MATA,24,12,2019,15,No,M,No,8,12,24.0,44.0
MATA,24,12,2019,16,No,M,No,8,13,24.0,50.0
MATA,24,12,2019,17,No,M,No,10,10,22.0,57.0
MATA,24,12,2019,18,No,M,No,5,16,21.0,46.0
MATA,24,12,2019,19,No,M,No,2,10,19.0,56.0
MATA,24,12,2019,20,No,M,No,5,3,19.0,52.0
MATA,24,12,2019,21,No,M,No,8,1,19.0,46.0
MATA,24,12,2019,22,No,M,No,2,1,18.0,39.0
MATA,24,12,2019,23,No,M,No,1,2,18.0,73.0
MATA,25,12,2019,0,Sí,X,No,1,5,16.0,51.0
MATA,25,12,2019,1,Sí,X,No,0,8,20.0,46.0
MATA,25,12,2019,2,Sí,X,No,0,3,19.0,43.0
MATA,25,12,2019,8,Sí,X,No,1,0,19.0,52.0
MATA,25,12,2019,10,Sí,X,No,2,0,23.0,53.0
MATA,25,12,2019,11,Sí,X,No,0,1,23.0,50.0
MATA,25,12,2019,12,Sí,X,No,1,0,23.0,50.0
MATA,25,12,2019,13,Sí,X,No,4,2,21.0,64.0
MATA,25,12,2019,14,Sí,X,No,4,2,21.0,60.0
MATA,25,12,2019,15,Sí,X,No,0,1,21.0,69.0
MATA,25,12,2019,16,Sí,X,No,6,3,21.0,64.0
MATA,25,12,2019,17,Sí,X,No,1,3,21.0,64.0
MATA,25,12,2019,18,Sí,X,No,5,3,20.0,68.0
MATA,25,12,2019,19,Sí,X,No,3,4,21.0,64.0
MATA,25,12,2019,20,Sí,X,No,2,6,21.0,60.0
MATA,25,12,2019,21,Sí,X,No,1,2,20.0,78.0
MATA,25,12,2019,23,Sí,X,No,0,1,21.0,53.0
MATA,26,12,2019,0,No,J,No,1,1,20.0,53.0
MATA,26,12,2019,6,No,J,No,8,1,21.0,46.0
MATA,26,12,2019,7,No,J,No,15,4,21.0,49.0
MATA,26,12,2019,8,No,J,No,21,2,21.0,46.0
MATA,26,12,2019,9,No,J,No,23,8,22.0,50.0
MATA,26,12,2019,10,No,J,No,29,15,23.0,44.0
MATA,26,12,2019,11,No,J,No,35,17,24.0,31.0
MATA,26,12,2019,12,No,J,No,29,25,23.0,41.0
MATA,26,12,2019,13,No,J,No,18,43,23.0,44.0
MATA,26,12,2019,14,No,J,No,12,32,23.0,41.0
MATA,26,12,2019,15,No,J,No,16,17,22.0,46.0
MATA,26,12,2019,16,No,J,No,33,13,22.0,46.0
MATA,26,12,2019,17,No,J,No,40,15,21.0,60.0
MATA,26,12,2019,18,No,J,No,38,29,20.0,64.0
MATA,26,12,2019,19,No,J,No,40,39,19.0,52.0
MATA,26,12,2019,20,No,J,No,4,30,18.0,49.0
MATA,26,12,2019,21,No,J,No,3,32,18.0,49.0
MATA,26,12,2019,22,No,J,No,3,19,18.0,59.0
MATA,26,12,2019,23,No,J,No,0,10,18.0,49.0
MATA,27,12,2019,0,No,V,No,1,2,19.0,40.0
MATA,27,12,2019,3,No,V,No,1,1,18.0,37.0
MATA,27,12,2019,5,No,V,No,0,1,19.0,30.0
MATA,27,12,2019,6,No,V,No,4,2,19.0,30.0
MATA,27,12,2019,7,No,V,No,14,1,21.0,35.0
MATA,27,12,2019,8,No,V,No,26,5,19.0,37.0
MATA,27,12,2019,9,No,V,No,33,14,21.0,40.0
MATA,27,12,2019,10,No,V,No,33,21,22.0,46.0
MATA,27,12,2019,11,No,V,No,21,21,23.0,44.0
MATA,27,12,2019,12,No,V,No,15,22,24.0,38.0
MATA,27,12,2019,13,No,V,No,15,25,24.0,34.0
MATA,27,12,2019,14,No,V,No,13,35,24.0,34.0
MATA,27,12,2019,15,No,V,No,14,14,24.0,36.0
MATA,27,12,2019,16,No,V,No,17,7,24.0,31.0
MATA,27,12,2019,17,No,V,No,23,6,24.0,27.0
MATA,27,12,2019,18,No,V,No,21,24,22.0,46.0
MATA,27,12,2019,19,No,V,No,43,21,20.0,37.0
MATA,27,12,2019,20,No,V,No,21,27,21.0,28.0
MATA,27,12,2019,21,No,V,No,4,10,21.0,33.0
MATA,27,12,2019,22,No,V,No,1,22,21.0,30.0
MATA,27,12,2019,23,No,V,No,0,24,21.0,26.0
MATA,28,12,2019,0,No,S,No,1,10,21.0,28.0
MATA,28,12,2019,1,No,S,No,1,6,21.0,26.0
MATA,28,12,2019,2,No,S,No,0,1,20.0,28.0
MATA,28,12,2019,8,No,S,No,5,2,19.0,46.0
MATA,28,12,2019,9,No,S,No,12,7,22.0,43.0
MATA,28,12,2019,10,No,S,No,6,2,23.0,44.0
MATA,28,12,2019,11,No,S,No,15,6,23.0,44.0
MATA,28,12,2019,12,No,S,No,16,10,23.0,44.0
MATA,28,12,2019,13,No,S,No,8,18,23.0,44.0
MATA,28,12,2019,14,No,S,No,6,9,22.0,43.0
MATA,28,12,2019,15,No,S,No,3,5,22.0,53.0
MATA,28,12,2019,16,No,S,No,8,5,21.0,56.0
MATA,28,12,2019,17,No,S,No,10,5,21.0,60.0
MATA,28,12,2019,18,No,S,No,18,7,20.0,60.0
MATA,28,12,2019,19,No,S,No,33,10,19.0,64.0
MATA,28,12,2019,20,No,S,No,26,14,20.0,30.0
MATA,28,12,2019,21,No,S,No,0,13,21.0,23.0
MATA,28,12,2019,22,No,S,No,3,24,18.0,30.0
MATA,28,12,2019,23,No,S,No,0,17,19.0,26.0
MATA,29,12,2019,0,No,D,No,0,11,21.0,23.0
MATA,29,12,2019,1,No,D,No,0,5,21.0,23.0
MATA,29,12,2019,9,No,D,No,1,2,21.0,49.0
MATA,29,12,2019,10,No,D,No,4,1,22.0,50.0
MATA,29,12,2019,11,No,D,No,8,2,22.0,53.0
MATA,29,12,2019,12,No,D,No,6,4,22.0,53.0
MATA,29,12,2019,13,No,D,No,7,5,22.0,46.0
MATA,29,12,2019,14,No,D,No,5,3,22.0,57.0
MATA,29,12,2019,15,No,D,No,3,8,21.0,56.0
MATA,29,12,2019,16,No,D,No,0,1,21.0,60.0
MATA,29,12,2019,17,No,D,No,2,8,20.0,64.0
MATA,29,12,2019,18,No,D,No,8,2,20.0,64.0
MATA,29,12,2019,19,No,D,No,5,6,19.0,64.0
MATA,29,12,2019,20,No,D,No,2,4,19.0,49.0
MATA,29,12,2019,21,No,D,No,2,5,19.0,37.0
MATA,29,12,2019,23,No,D,No,0,1,21.0,25.0
MATA,30,12,2019,6,No,L,No,1,0,18.0,45.0
MATA,30,12,2019,7,No,L,No,11,3,17.0,48.0
MATA,30,12,2019,8,No,L,No,22,6,18.0,56.0
MATA,30,12,2019,9,No,L,No,21,10,21.0,49.0
MATA,30,12,2019,10,No,L,No,43,20,23.0,41.0
MATA,30,12,2019,11,No,L,No,21,17,23.0,41.0
MATA,30,12,2019,12,No,L,No,34,24,23.0,41.0
MATA,30,12,2019,13,No,L,No,18,36,23.0,36.0
MATA,30,12,2019,14,No,L,No,14,25,23.0,31.0
MATA,30,12,2019,15,No,L,No,14,16,23.0,36.0
MATA,30,12,2019,16,No,L,No,29,16,23.0,38.0
MATA,30,12,2019,17,No,L,No,34,21,22.0,41.0
MATA,30,12,2019,18,No,L,No,28,39,21.0,40.0
MATA,30,12,2019,19,No,L,No,15,25,20.0,32.0
MATA,30,12,2019,20,No,L,No,7,19,20.0,26.0
MATA,30,12,2019,21,No,L,No,3,16,19.0,43.0
MATA,30,12,2019,22,No,L,No,3,16,19.0,68.0
MATA,30,12,2019,23,No,L,No,0,2,18.0,59.0
MATA,31,12,2019,0,No,M,No,0,3,17.0,36.0
MATA,31,12,2019,1,No,M,No,0,1,18.0,37.0
MATA,31,12,2019,6,No,M,No,5,5,16.0,88.0
MATA,31,12,2019,7,No,M,No,1,2,16.0,82.0
MATA,31,12,2019,8,No,M,No,6,2,16.0,82.0
MATA,31,12,2019,9,No,M,No,16,5,18.0,77.0
MATA,31,12,2019,10,No,M,No,19,10,19.0,78.0
MATA,31,12,2019,11,No,M,No,30,14,19.0,78.0
MATA,31,12,2019,12,No,M,No,17,27,20.0,68.0
MATA,31,12,2019,13,No,M,No,24,19,21.0,56.0
MATA,31,12,2019,14,No,M,No,13,10,21.0,46.0
MATA,31,12,2019,15,No,M,No,13,12,20.0,49.0
MATA,31,12,2019,16,No,M,No,10,17,20.0,49.0
MATA,31,12,2019,17,No,M,No,15,11,19.0,52.0
MATA,31,12,2019,18,No,M,No,7,26,19.0,52.0
MATA,31,12,2019,19,No,M,No,3,12,18.0,56.0
MATA,31,12,2019,20,No,M,No,6,5,17.0,45.0
MATA,31,12,2019,21,No,M,No,10,1,17.0,27.0
MATA,31,12,2019,22,No,M,No,3,1,18.0,26.0
MATA,31,12,2019,23,No,M,No,1,0,17.0,27.0
METROPOL,1,12,2019,0,No,D,No,0,5,20.0,83.0
METROPOL,1,12,2019,1,No,D,No,0,4,20.0,83.0
METROPOL,1,12,2019,3,No,D,No,0,1,19.0,83.0
METROPOL,1,12,2019,5,No,D,No,1,0,19.0,78.0
METROPOL,1,12,2019,6,No,D,No,0,1,19.0,78.0
METROPOL,1,12,2019,10,No,D,No,5,1,22.0,64.0
METROPOL,1,12,2019,11,No,D,No,10,1,22.0,64.0
METROPOL,1,12,2019,12,No,D,No,6,9,22.0,64.0
METROPOL,1,12,2019,13,No,D,No,2,6,22.0,64.0
METROPOL,1,12,2019,14,No,D,No,1,6,22.0,64.0
METROPOL,1,12,2019,15,No,D,No,1,3,22.0,69.0
METROPOL,1,12,2019,16,No,D,No,5,0,22.0,60.0
METROPOL,1,12,2019,17,No,D,No,4,1,21.0,69.0
METROPOL,1,12,2019,18,No,D,No,1,4,20.0,68.0
METROPOL,1,12,2019,19,No,D,No,2,5,20.0,68.0
METROPOL,1,12,2019,20,No,D,No,1,2,20.0,64.0
METROPOL,1,12,2019,21,No,D,No,0,1,19.0,68.0
METROPOL,1,12,2019,22,No,D,No,1,2,19.0,68.0
METROPOL,2,12,2019,5,No,L,Sí,1,0,19.0,78.0
METROPOL,2,12,2019,6,No,L,Sí,20,3,18.0,77.0
METROPOL,2,12,2019,7,No,L,Sí,92,8,19.0,73.0
METROPOL,2,12,2019,8,No,L,Sí,100,23,20.0,68.0
METROPOL,2,12,2019,9,No,L,Sí,93,60,20.0,73.0
METROPOL,2,12,2019,10,No,L,Sí,83,74,19.0,83.0
METROPOL,2,12,2019,11,No,L,Sí,72,75,21.0,64.0
METROPOL,2,12,2019,12,No,L,Sí,61,76,23.0,57.0
METROPOL,2,12,2019,13,No,L,Sí,40,72,23.0,50.0
METROPOL,2,12,2019,14,No,L,Sí,20,95,22.0,53.0
METROPOL,2,12,2019,15,No,L,Sí,50,50,22.0,50.0
METROPOL,2,12,2019,16,No,L,Sí,68,38,21.0,53.0
METROPOL,2,12,2019,17,No,L,Sí,66,49,21.0,64.0
METROPOL,2,12,2019,18,No,L,Sí,37,70,20.0,64.0
METROPOL,2,12,2019,19,No,L,Sí,9,61,18.0,83.0
METROPOL,2,12,2019,20,No,L,Sí,3,40,18.0,77.0
METROPOL,2,12,2019,21,No,L,Sí,1,10,17.0,82.0
METROPOL,2,12,2019,22,No,L,Sí,2,8,17.0,88.0
METROPOL,2,12,2019,23,No,L,Sí,0,1,18.0,77.0
METROPOL,3,12,2019,5,No,M,Sí,1,0,18.0,73.0
METROPOL,3,12,2019,6,No,M,Sí,26,2,17.0,77.0
METROPOL,3,12,2019,7,No,M,Sí,92,10,18.0,73.0
METROPOL,3,12,2019,8,No,M,Sí,122,36,18.0,73.0
METROPOL,3,12,2019,9,No,M,Sí,83,67,19.0,64.0
METROPOL,3,12,2019,10,No,M,Sí,70,76,20.0,60.0
METROPOL,3,12,2019,11,No,M,Sí,82,82,21.0,49.0
METROPOL,3,12,2019,12,No,M,Sí,65,84,21.0,56.0
METROPOL,3,12,2019,13,No,M,Sí,31,55,21.0,53.0
METROPOL,3,12,2019,14,No,M,Sí,11,103,22.0,50.0
METROPOL,3,12,2019,15,No,M,Sí,56,49,22.0,53.0
METROPOL,3,12,2019,16,No,M,Sí,66,26,20.0,60.0
METROPOL,3,12,2019,17,No,M,Sí,75,55,20.0,53.0
METROPOL,3,12,2019,18,No,M,Sí,28,61,19.0,56.0
METROPOL,3,12,2019,19,No,M,Sí,19,75,19.0,56.0
METROPOL,3,12,2019,20,No,M,Sí,5,38,18.0,59.0
METROPOL,3,12,2019,21,No,M,Sí,1,6,19.0,56.0
METROPOL,3,12,2019,22,No,M,Sí,1,5,18.0,64.0
METROPOL,3,12,2019,23,No,M,Sí,0,3,18.0,64.0
METROPOL,4,12,2019,0,No,X,Sí,0,1,18.0,64.0
METROPOL,4,12,2019,5,No,X,Sí,1,0,18.0,64.0
METROPOL,4,12,2019,6,No,X,Sí,16,3,18.0,68.0
METROPOL,4,12,2019,7,No,X,Sí,94,12,18.0,59.0
METROPOL,4,12,2019,8,No,X,Sí,92,34,19.0,60.0
METROPOL,4,12,2019,9,No,X,Sí,84,45,20.0,53.0
METROPOL,4,12,2019,10,No,X,Sí,82,71,22.0,43.0
METROPOL,4,12,2019,11,No,X,Sí,81,82,21.0,49.0
METROPOL,4,12,2019,12,No,X,Sí,78,81,22.0,43.0
METROPOL,4,12,2019,13,No,X,Sí,43,89,22.0,46.0
METROPOL,4,12,2019,14,No,X,Sí,14,95,22.0,46.0
METROPOL,4,12,2019,15,No,X,Sí,32,42,22.0,46.0
METROPOL,4,12,2019,16,No,X,Sí,82,35,21.0,56.0
METROPOL,4,12,2019,17,No,X,Sí,57,36,21.0,60.0
METROPOL,4,12,2019,18,No,X,Sí,42,62,20.0,60.0
METROPOL,4,12,2019,19,No,X,Sí,11,67,19.0,64.0
METROPOL,4,12,2019,20,No,X,Sí,5,40,20.0,64.0
METROPOL,4,12,2019,21,No,X,Sí,1,10,20.0,60.0
METROPOL,4,12,2019,22,No,X,Sí,0,6,19.0,64.0
METROPOL,4,12,2019,23,No,X,Sí,0,1,18.0,68.0
METROPOL,5,12,2019,1,No,J,Sí,0,1,18.0,83.0
METROPOL,5,12,2019,5,No,J,Sí,1,0,17.0,72.0
METROPOL,5,12,2019,6,No,J,Sí,15,0,17.0,72.0
METROPOL,5,12,2019,7,No,J,Sí,90,9,17.0,68.0
METROPOL,5,12,2019,8,No,J,Sí,124,37,18.0,64.0
METROPOL,5,12,2019,9,No,J,Sí,93,79,19.0,64.0
METROPOL,5,12,2019,10,No,J,Sí,74,67,19.0,68.0
METROPOL,5,12,2019,11,No,J,Sí,73,86,18.0,77.0
METROPOL,5,12,2019,12,No,J,Sí,56,77,20.0,64.0
METROPOL,5,12,2019,13,No,J,Sí,39,59,20.0,60.0
METROPOL,5,12,2019,14,No,J,Sí,14,105,18.0,73.0
METROPOL,5,12,2019,15,No,J,Sí,30,38,20.0,64.0
METROPOL,5,12,2019,16,No,J,Sí,52,20,19.0,68.0
METROPOL,5,12,2019,17,No,J,Sí,46,32,17.0,72.0
METROPOL,5,12,2019,18,No,J,Sí,14,47,17.0,72.0
METROPOL,5,12,2019,19,No,J,Sí,5,31,17.0,77.0
